transaction_id,is_fraud,risk_score,fraud_type,detection_method,amount_blocked
TXN_00235779,True,79.0,Friendly Fraud,ML Model,20.41
TXN_00235808,True,62.8,Account Takeover,Rule-Based,62.83
TXN_00235847,True,76.3,Synthetic Identity,ML Model,1806.86
TXN_00235899,True,76.4,Account Takeover,Rule-Based,33.84
TXN_00235989,True,84.6,Account Takeover,ML Model,82.6
TXN_00236150,True,93.1,Stolen Card,Rule-Based,133.74
TXN_00236323,True,80.9,Friendly Fraud,ML Model,557.46
TXN_00236606,True,69.0,Synthetic Identity,Manual Review,114.29
TXN_00236611,True,65.6,Stolen Card,Rule-Based,1890.39
TXN_00236710,True,70.2,Stolen Card,ML Model,154.24
TXN_00236911,True,73.9,Account Takeover,ML Model,134.05
TXN_00236969,True,63.8,Account Takeover,ML Model,196.05
TXN_00236990,True,81.7,Account Takeover,Not Detected,0.0
TXN_00237094,True,60.4,Stolen Card,ML Model,98.56
TXN_00237126,True,83.2,Account Takeover,Not Detected,0.0
TXN_00237167,True,62.5,Friendly Fraud,Rule-Based,132.97
TXN_00237248,True,89.1,Card Testing,ML Model,115.05
TXN_00237361,True,94.0,Account Takeover,ML Model,237.59
TXN_00237696,True,61.2,Card Testing,ML Model,578.3
TXN_00237717,True,91.5,Synthetic Identity,ML Model,56.63
TXN_00237722,True,87.9,Account Takeover,ML Model,80.6
TXN_00237834,True,78.5,Card Testing,ML Model,76.51
TXN_00237859,True,91.4,Friendly Fraud,ML Model,348.84
TXN_00237887,True,67.7,Card Testing,ML Model,213.98
TXN_00238045,True,91.5,Friendly Fraud,ML Model,132.95
TXN_00238158,True,94.5,Synthetic Identity,Not Detected,0.0
TXN_00238181,True,61.9,Synthetic Identity,ML Model,210.16
TXN_00238191,True,64.0,Card Testing,ML Model,24.63
TXN_00238396,True,85.5,Synthetic Identity,ML Model,12.51
TXN_00238405,True,89.9,Card Testing,Rule-Based,145.14
TXN_00238422,True,66.9,Account Takeover,ML Model,225.36
TXN_00238489,True,91.0,Card Testing,ML Model,520.06
TXN_00238807,True,69.1,Stolen Card,ML Model,130.87
TXN_00239004,True,79.6,Synthetic Identity,ML Model,104.8
TXN_00239266,True,70.2,Account Takeover,ML Model,72.23
TXN_00239337,True,63.8,Friendly Fraud,ML Model,146.42
TXN_00239447,True,72.7,Friendly Fraud,Manual Review,319.42
TXN_00239471,True,68.1,Card Testing,ML Model,77.62
TXN_00239554,True,72.0,Account Takeover,ML Model,119.96
TXN_00239628,True,68.4,Card Testing,Rule-Based,1771.24
TXN_00239754,True,69.5,Synthetic Identity,ML Model,125.53
TXN_00239764,True,94.3,Friendly Fraud,ML Model,146.7
TXN_00239957,True,63.8,Synthetic Identity,Rule-Based,144.3
TXN_00240127,True,72.8,Card Testing,Rule-Based,126.31
TXN_00240187,True,77.8,Account Takeover,Rule-Based,30.41
TXN_00240224,True,87.5,Card Testing,Not Detected,0.0
TXN_00240316,True,65.4,Friendly Fraud,ML Model,385.92
TXN_00240320,True,92.1,Account Takeover,ML Model,571.53
TXN_00240364,True,69.2,Account Takeover,ML Model,115.91
TXN_00240462,True,77.7,Card Testing,ML Model,847.42
TXN_00240647,True,85.1,Friendly Fraud,Not Detected,0.0
TXN_00240955,True,69.4,Stolen Card,Not Detected,0.0
TXN_00240961,True,82.0,Stolen Card,ML Model,125.93
TXN_00241039,True,94.2,Stolen Card,ML Model,81.4
TXN_00241101,True,69.4,Card Testing,ML Model,290.17
TXN_00241137,True,73.1,Synthetic Identity,ML Model,71.52
TXN_00241143,True,81.7,Synthetic Identity,Rule-Based,112.67
TXN_00241203,True,84.6,Card Testing,Manual Review,108.85
TXN_00241214,True,63.4,Card Testing,Rule-Based,55.99
TXN_00241510,True,76.1,Stolen Card,ML Model,1272.38
TXN_00241580,True,73.4,Card Testing,ML Model,2394.98
TXN_00241637,True,87.5,Stolen Card,ML Model,77.56
TXN_00241718,True,89.0,Account Takeover,ML Model,243.41
TXN_00241759,True,63.1,Stolen Card,ML Model,475.93
TXN_00241941,True,77.7,Card Testing,ML Model,177.04
TXN_00241950,True,83.7,Friendly Fraud,Rule-Based,136.35
TXN_00241989,True,83.7,Account Takeover,ML Model,55.02
TXN_00242194,True,93.7,Friendly Fraud,ML Model,246.35
TXN_00242380,True,76.3,Stolen Card,ML Model,54.84
TXN_00242469,True,80.8,Synthetic Identity,Manual Review,40.36
TXN_00242505,True,73.6,Card Testing,ML Model,101.17
TXN_00242575,True,81.0,Synthetic Identity,ML Model,130.95
TXN_00242802,True,91.4,Friendly Fraud,Rule-Based,18.87
TXN_00242869,True,94.2,Synthetic Identity,ML Model,149.63
TXN_00242885,True,70.6,Stolen Card,ML Model,96.18
TXN_00242916,True,64.8,Card Testing,ML Model,459.82
TXN_00242934,True,84.7,Account Takeover,ML Model,38.89
TXN_00242942,True,80.1,Friendly Fraud,ML Model,693.51
TXN_00242946,True,67.5,Synthetic Identity,Rule-Based,28.38
TXN_00242952,True,83.1,Friendly Fraud,Rule-Based,569.92
TXN_00243119,True,83.8,Card Testing,ML Model,33.51
TXN_00243122,True,75.1,Card Testing,ML Model,597.51
TXN_00243215,True,89.8,Stolen Card,Not Detected,0.0
TXN_00243845,True,63.6,Card Testing,ML Model,49.0
TXN_00243905,True,68.0,Friendly Fraud,ML Model,239.63
TXN_00243965,True,82.2,Stolen Card,ML Model,25.75
TXN_00244066,True,89.3,Friendly Fraud,Rule-Based,28.62
TXN_00244095,True,83.0,Synthetic Identity,ML Model,670.92
TXN_00244295,True,71.3,Friendly Fraud,Rule-Based,63.84
TXN_00244298,True,85.3,Card Testing,ML Model,87.93
TXN_00244488,True,77.2,Friendly Fraud,Rule-Based,82.06
TXN_00244557,True,86.8,Account Takeover,ML Model,49.96
TXN_00244603,True,63.0,Stolen Card,Rule-Based,195.15
TXN_00244628,True,92.7,Account Takeover,ML Model,530.32
TXN_00244645,True,78.5,Stolen Card,Rule-Based,31.8
TXN_00244697,True,71.4,Synthetic Identity,ML Model,217.24
TXN_00244700,True,85.3,Stolen Card,ML Model,33.81
TXN_00244919,True,93.3,Synthetic Identity,ML Model,344.32
TXN_00245186,True,65.7,Friendly Fraud,ML Model,268.17
TXN_00245284,True,71.6,Account Takeover,ML Model,388.94
TXN_00245286,True,65.7,Synthetic Identity,Manual Review,16.1
TXN_00245416,True,93.2,Friendly Fraud,ML Model,88.21
TXN_00245438,True,84.2,Account Takeover,Rule-Based,170.44
TXN_00245504,True,77.8,Synthetic Identity,ML Model,207.24
TXN_00245721,True,63.9,Card Testing,ML Model,794.54
TXN_00245756,True,70.9,Stolen Card,ML Model,143.17
TXN_00246112,True,70.1,Card Testing,ML Model,74.22
TXN_00246145,True,82.5,Account Takeover,Manual Review,180.88
TXN_00246202,True,78.5,Account Takeover,ML Model,70.62
TXN_00246282,True,64.2,Account Takeover,Not Detected,0.0
TXN_00246284,True,84.7,Synthetic Identity,ML Model,219.9
TXN_00246342,True,66.9,Friendly Fraud,ML Model,130.46
TXN_00246428,True,73.5,Account Takeover,ML Model,78.94
TXN_00246606,True,93.7,Stolen Card,Rule-Based,114.26
TXN_00246916,True,83.4,Card Testing,Rule-Based,68.08
TXN_00247222,True,69.3,Friendly Fraud,ML Model,290.65
TXN_00247378,True,66.6,Friendly Fraud,Manual Review,105.76
TXN_00247516,True,83.7,Friendly Fraud,ML Model,95.79
TXN_00247656,True,60.3,Account Takeover,ML Model,80.47
TXN_00247798,True,64.0,Stolen Card,ML Model,64.06
TXN_00247876,True,64.6,Card Testing,ML Model,45.28
TXN_00247921,True,82.6,Stolen Card,ML Model,77.02
TXN_00247933,True,64.8,Stolen Card,ML Model,505.08
TXN_00247980,True,62.1,Account Takeover,Rule-Based,205.05
TXN_00247994,True,74.7,Friendly Fraud,Not Detected,0.0
TXN_00248047,True,82.6,Friendly Fraud,ML Model,72.89
TXN_00248124,True,73.5,Card Testing,ML Model,77.08
TXN_00248217,True,70.1,Stolen Card,Rule-Based,39.93
TXN_00248434,True,63.8,Account Takeover,Rule-Based,1493.88
TXN_00248493,True,89.1,Account Takeover,Rule-Based,152.36
TXN_00248510,True,81.2,Account Takeover,ML Model,402.4
TXN_00248585,True,63.3,Account Takeover,Rule-Based,155.86
TXN_00248659,True,82.0,Card Testing,ML Model,366.16
TXN_00248681,True,76.2,Friendly Fraud,ML Model,249.27
TXN_00248738,True,65.8,Stolen Card,Not Detected,0.0
TXN_00248853,True,91.1,Friendly Fraud,ML Model,348.51
TXN_00248883,True,92.3,Friendly Fraud,ML Model,141.18
TXN_00248912,True,81.9,Card Testing,ML Model,43.57
TXN_00249048,True,82.3,Stolen Card,Rule-Based,233.13
TXN_00249217,True,72.9,Card Testing,ML Model,431.41
TXN_00249369,True,77.1,Card Testing,ML Model,155.76
TXN_00249434,True,68.4,Friendly Fraud,Not Detected,0.0
TXN_00249460,True,82.5,Friendly Fraud,ML Model,30.41
TXN_00249627,True,93.2,Synthetic Identity,ML Model,82.56
TXN_00249719,True,71.9,Synthetic Identity,ML Model,200.72
TXN_00250100,True,86.2,Account Takeover,ML Model,282.14
TXN_00250190,True,73.9,Synthetic Identity,ML Model,42.15
TXN_00250278,True,75.4,Synthetic Identity,Manual Review,651.85
TXN_00250331,True,85.5,Account Takeover,Manual Review,166.04
TXN_00250430,True,90.3,Account Takeover,ML Model,206.42
TXN_00250653,True,86.9,Account Takeover,Rule-Based,392.15
TXN_00250660,True,71.7,Card Testing,Not Detected,0.0
TXN_00250850,True,63.2,Card Testing,ML Model,55.72
TXN_00250866,True,71.9,Card Testing,ML Model,194.18
TXN_00250867,True,81.7,Card Testing,ML Model,199.76
TXN_00250945,True,76.5,Friendly Fraud,ML Model,248.78
TXN_00250977,True,84.0,Friendly Fraud,Not Detected,0.0
TXN_00251015,True,72.9,Stolen Card,ML Model,36.1
TXN_00251019,True,65.7,Stolen Card,ML Model,1040.68
TXN_00251087,True,93.9,Friendly Fraud,ML Model,32.69
TXN_00251104,True,86.9,Stolen Card,Not Detected,0.0
TXN_00251388,True,94.4,Synthetic Identity,ML Model,148.2
TXN_00251458,True,81.8,Stolen Card,ML Model,113.14
TXN_00251674,True,71.4,Card Testing,Rule-Based,198.15
TXN_00251704,True,86.5,Stolen Card,ML Model,306.71
TXN_00251736,True,61.9,Account Takeover,ML Model,225.18
TXN_00251851,True,67.2,Stolen Card,ML Model,337.6
TXN_00251889,True,78.8,Card Testing,Not Detected,0.0
TXN_00252236,True,73.6,Friendly Fraud,ML Model,52.86
TXN_00252238,True,63.3,Card Testing,ML Model,354.39
TXN_00252306,True,77.3,Account Takeover,Rule-Based,209.23
TXN_00252410,True,63.2,Friendly Fraud,ML Model,190.64
TXN_00252454,True,68.4,Card Testing,ML Model,42.72
TXN_00252458,True,79.4,Synthetic Identity,ML Model,64.09
TXN_00252462,True,65.4,Synthetic Identity,Rule-Based,537.14
TXN_00252507,True,71.1,Card Testing,ML Model,70.01
TXN_00252638,True,82.4,Friendly Fraud,Rule-Based,295.5
TXN_00252640,True,71.3,Stolen Card,ML Model,1109.19
TXN_00252659,True,70.0,Friendly Fraud,ML Model,128.78
TXN_00252726,True,77.3,Friendly Fraud,Not Detected,0.0
TXN_00252751,True,79.4,Friendly Fraud,ML Model,117.49
TXN_00252765,True,65.9,Account Takeover,ML Model,391.86
TXN_00252847,True,67.6,Card Testing,Rule-Based,210.96
TXN_00253035,True,75.1,Synthetic Identity,ML Model,20.24
TXN_00253102,True,69.4,Friendly Fraud,ML Model,226.56
TXN_00253483,True,85.1,Friendly Fraud,ML Model,150.43
TXN_00253486,True,70.7,Card Testing,Not Detected,0.0
TXN_00253715,True,94.9,Synthetic Identity,ML Model,57.77
TXN_00253721,True,73.8,Synthetic Identity,ML Model,18.1
TXN_00253762,True,92.6,Friendly Fraud,ML Model,254.39
TXN_00254100,True,82.5,Stolen Card,ML Model,138.62
TXN_00254616,True,63.3,Account Takeover,Not Detected,0.0
TXN_00254746,True,62.9,Synthetic Identity,ML Model,114.71
TXN_00254993,True,90.2,Account Takeover,ML Model,249.38
TXN_00255290,True,92.2,Card Testing,ML Model,38.49
TXN_00255324,True,62.1,Synthetic Identity,ML Model,522.03
TXN_00255473,True,60.0,Card Testing,ML Model,131.16
TXN_00255626,True,64.0,Synthetic Identity,Rule-Based,46.82
TXN_00255739,True,77.1,Card Testing,ML Model,64.69
TXN_00255755,True,90.3,Card Testing,ML Model,219.92
TXN_00255882,True,79.1,Stolen Card,ML Model,13.1
TXN_00255981,True,89.3,Card Testing,Rule-Based,41.63
TXN_00256163,True,78.9,Stolen Card,Rule-Based,210.86
TXN_00256786,True,82.6,Stolen Card,ML Model,125.1
TXN_00257019,True,86.4,Account Takeover,Rule-Based,120.85
TXN_00257157,True,69.5,Synthetic Identity,ML Model,334.43
TXN_00257185,True,75.0,Stolen Card,ML Model,1011.11
TXN_00257323,True,71.7,Synthetic Identity,ML Model,249.52
TXN_00257339,True,94.1,Account Takeover,ML Model,1285.68
TXN_00257353,True,92.2,Friendly Fraud,Manual Review,138.16
TXN_00257383,True,62.5,Friendly Fraud,Manual Review,65.46
TXN_00257405,True,68.5,Card Testing,ML Model,48.21
TXN_00257433,True,93.4,Synthetic Identity,ML Model,298.87
TXN_00257613,True,74.9,Synthetic Identity,Rule-Based,406.07
TXN_00257648,True,64.1,Friendly Fraud,Rule-Based,424.24
TXN_00257736,True,76.2,Stolen Card,ML Model,241.59
TXN_00257840,True,60.4,Stolen Card,ML Model,126.03
TXN_00257982,True,73.6,Friendly Fraud,ML Model,265.79
TXN_00258030,True,81.3,Card Testing,ML Model,522.76
TXN_00258034,True,66.2,Account Takeover,ML Model,280.57
TXN_00258094,True,65.4,Synthetic Identity,ML Model,181.18
TXN_00258132,True,60.9,Card Testing,ML Model,74.53
TXN_00258134,True,77.7,Card Testing,ML Model,663.13
TXN_00258140,True,67.8,Account Takeover,ML Model,37.42
TXN_00258174,True,74.0,Account Takeover,ML Model,43.14
TXN_00258227,True,62.9,Synthetic Identity,Not Detected,0.0
TXN_00258508,True,81.2,Stolen Card,Rule-Based,1965.69
TXN_00258555,True,89.2,Stolen Card,Rule-Based,30.61
TXN_00258804,True,75.1,Synthetic Identity,ML Model,1276.01
TXN_00258833,True,64.9,Account Takeover,ML Model,61.03
TXN_00258932,True,86.9,Synthetic Identity,ML Model,261.08
TXN_00258998,True,84.9,Account Takeover,ML Model,113.97
TXN_00259025,True,93.8,Account Takeover,ML Model,102.22
TXN_00259118,True,62.3,Card Testing,Rule-Based,246.71
TXN_00259131,True,60.0,Friendly Fraud,ML Model,31.32
TXN_00259414,True,89.5,Synthetic Identity,Rule-Based,111.83
TXN_00259499,True,64.2,Synthetic Identity,Manual Review,373.58
TXN_00259594,True,82.1,Synthetic Identity,ML Model,199.87
TXN_00259890,True,84.5,Stolen Card,Rule-Based,94.33
TXN_00260069,True,63.0,Card Testing,ML Model,1042.61
TXN_00260082,True,85.2,Friendly Fraud,ML Model,79.46
TXN_00260201,True,78.8,Friendly Fraud,Rule-Based,254.35
TXN_00260369,True,68.2,Friendly Fraud,ML Model,227.26
TXN_00260582,True,78.1,Friendly Fraud,ML Model,106.14
TXN_00260705,True,61.0,Account Takeover,ML Model,29.06
TXN_00260768,True,71.6,Account Takeover,Rule-Based,156.37
TXN_00260779,True,73.1,Synthetic Identity,ML Model,17.54
TXN_00261009,True,62.5,Card Testing,Rule-Based,273.77
TXN_00261078,True,79.0,Card Testing,ML Model,88.91
TXN_00261095,True,80.0,Stolen Card,ML Model,2830.9
TXN_00261121,True,83.7,Friendly Fraud,ML Model,27.24
TXN_00261128,True,76.9,Card Testing,Not Detected,0.0
TXN_00261159,True,79.8,Stolen Card,ML Model,227.13
TXN_00261236,True,71.9,Card Testing,ML Model,88.17
TXN_00261241,True,86.4,Synthetic Identity,ML Model,114.91
TXN_00261278,True,82.3,Friendly Fraud,ML Model,74.2
TXN_00261392,True,63.5,Friendly Fraud,ML Model,193.62
TXN_00261445,True,94.9,Synthetic Identity,Not Detected,0.0
TXN_00261453,True,62.2,Account Takeover,ML Model,35.53
TXN_00261617,True,80.6,Stolen Card,Rule-Based,85.89
TXN_00261695,True,86.6,Account Takeover,ML Model,225.0
TXN_00261767,True,91.4,Stolen Card,ML Model,26.81
TXN_00261928,True,93.4,Friendly Fraud,ML Model,137.0
TXN_00262273,True,82.9,Friendly Fraud,ML Model,257.09
TXN_00262455,True,61.2,Stolen Card,Manual Review,361.91
TXN_00262513,True,67.5,Friendly Fraud,ML Model,1107.92
TXN_00262577,True,94.1,Card Testing,ML Model,150.12
TXN_00262580,True,61.1,Account Takeover,Manual Review,63.63
TXN_00262587,True,82.6,Account Takeover,ML Model,783.64
TXN_00262625,True,84.1,Friendly Fraud,ML Model,98.63
TXN_00262688,True,79.5,Stolen Card,ML Model,43.01
TXN_00262940,True,75.0,Stolen Card,ML Model,1124.72
TXN_00263454,True,90.7,Synthetic Identity,ML Model,42.64
TXN_00263727,True,68.2,Stolen Card,ML Model,28.94
TXN_00263749,True,88.5,Friendly Fraud,Rule-Based,100.78
TXN_00263770,True,74.7,Stolen Card,ML Model,323.58
TXN_00263840,True,61.2,Stolen Card,ML Model,222.05
TXN_00264158,True,91.9,Account Takeover,ML Model,294.82
TXN_00264312,True,82.1,Card Testing,ML Model,896.98
TXN_00264317,True,87.0,Synthetic Identity,ML Model,108.71
TXN_00264395,True,73.1,Synthetic Identity,ML Model,58.48
TXN_00264425,True,80.1,Card Testing,ML Model,440.68
TXN_00264454,True,77.5,Friendly Fraud,ML Model,305.18
TXN_00264735,True,73.4,Friendly Fraud,ML Model,839.93
TXN_00264759,True,78.9,Account Takeover,ML Model,498.55
TXN_00264896,True,80.9,Card Testing,ML Model,127.11
TXN_00264916,True,75.4,Friendly Fraud,ML Model,229.45
TXN_00264955,True,62.4,Stolen Card,ML Model,94.63
TXN_00265009,True,72.4,Synthetic Identity,ML Model,216.86
TXN_00265074,True,76.2,Card Testing,ML Model,326.53
TXN_00265186,True,75.1,Card Testing,Not Detected,0.0
TXN_00265212,True,79.2,Account Takeover,ML Model,119.78
TXN_00265261,True,87.3,Stolen Card,ML Model,118.2
TXN_00265331,True,78.4,Synthetic Identity,Not Detected,0.0
TXN_00265333,True,69.0,Card Testing,ML Model,147.23
TXN_00265367,True,87.2,Stolen Card,ML Model,8141.98
TXN_00265471,True,93.2,Stolen Card,ML Model,506.51
TXN_00265561,True,93.4,Card Testing,Rule-Based,5664.17
TXN_00265607,True,62.1,Synthetic Identity,ML Model,690.62
TXN_00265647,True,93.5,Account Takeover,ML Model,221.71
TXN_00265701,True,66.2,Synthetic Identity,Rule-Based,387.14
TXN_00265889,True,87.8,Card Testing,ML Model,236.18
TXN_00265902,True,84.8,Friendly Fraud,ML Model,279.55
TXN_00265949,True,93.6,Synthetic Identity,ML Model,149.98
TXN_00266134,True,91.1,Stolen Card,ML Model,464.91
TXN_00266204,True,77.6,Card Testing,ML Model,35.91
TXN_00266335,True,75.2,Card Testing,ML Model,51.48
TXN_00266371,True,92.3,Stolen Card,ML Model,63.41
TXN_00266398,True,78.3,Account Takeover,ML Model,411.19
TXN_00266450,True,70.2,Stolen Card,Rule-Based,109.07
TXN_00266462,True,64.4,Stolen Card,ML Model,273.62
TXN_00266500,True,68.6,Stolen Card,ML Model,146.81
TXN_00266574,True,69.8,Friendly Fraud,ML Model,107.42
TXN_00266695,True,82.5,Card Testing,ML Model,65.84
TXN_00266768,True,64.6,Card Testing,Manual Review,46.52
TXN_00266769,True,71.3,Account Takeover,ML Model,25.28
TXN_00266837,True,83.4,Account Takeover,ML Model,441.27
TXN_00266894,True,67.9,Card Testing,ML Model,39.23
TXN_00267042,True,73.9,Account Takeover,ML Model,37.43
TXN_00267053,True,81.0,Stolen Card,ML Model,33.87
TXN_00267058,True,83.6,Account Takeover,Manual Review,139.79
TXN_00267291,True,60.0,Stolen Card,ML Model,115.84
TXN_00267456,True,64.6,Card Testing,Rule-Based,26.06
TXN_00267466,True,67.6,Synthetic Identity,ML Model,70.84
TXN_00267532,True,78.2,Synthetic Identity,ML Model,19.06
TXN_00267649,True,87.5,Stolen Card,ML Model,254.92
TXN_00267910,True,70.1,Friendly Fraud,ML Model,97.98
TXN_00267971,True,84.6,Account Takeover,ML Model,119.54
TXN_00268070,True,93.1,Stolen Card,ML Model,68.02
TXN_00268075,True,83.6,Synthetic Identity,Rule-Based,32.58
TXN_00268102,True,73.1,Friendly Fraud,ML Model,79.94
TXN_00268158,True,73.7,Card Testing,ML Model,116.04
TXN_00268159,True,93.5,Card Testing,ML Model,94.76
TXN_00268163,True,88.5,Account Takeover,ML Model,37.49
TXN_00268198,True,94.7,Card Testing,Manual Review,115.05
TXN_00268243,True,71.3,Stolen Card,ML Model,265.31
TXN_00268331,True,84.2,Synthetic Identity,ML Model,265.34
TXN_00268527,True,76.0,Synthetic Identity,ML Model,53.85
TXN_00269041,True,67.4,Synthetic Identity,ML Model,98.5
TXN_00269107,True,70.6,Friendly Fraud,ML Model,584.15
TXN_00269240,True,74.1,Friendly Fraud,ML Model,113.77
TXN_00269243,True,68.1,Card Testing,Rule-Based,198.51
TXN_00269640,True,74.0,Account Takeover,Rule-Based,105.62
TXN_00269655,True,78.8,Account Takeover,ML Model,137.4
TXN_00269706,True,73.8,Friendly Fraud,Not Detected,0.0
TXN_00269829,True,94.7,Account Takeover,ML Model,84.87
TXN_00269832,True,77.5,Account Takeover,Manual Review,38.35
TXN_00269930,True,69.9,Stolen Card,ML Model,218.27
TXN_00269939,True,69.2,Card Testing,ML Model,84.32
TXN_00269969,True,75.1,Stolen Card,ML Model,57.95
TXN_00269997,True,78.8,Synthetic Identity,ML Model,124.73
TXN_00270093,True,85.0,Card Testing,ML Model,191.23
TXN_00270397,True,69.8,Synthetic Identity,Rule-Based,762.53
TXN_00270587,True,72.5,Friendly Fraud,ML Model,72.81
TXN_00270730,True,69.8,Friendly Fraud,ML Model,150.42
TXN_00270859,True,76.7,Card Testing,Manual Review,169.29
TXN_00271077,True,90.0,Stolen Card,Not Detected,0.0
TXN_00271122,True,79.1,Synthetic Identity,Not Detected,0.0
TXN_00271148,True,86.2,Synthetic Identity,ML Model,142.89
TXN_00271189,True,79.2,Stolen Card,ML Model,106.35
TXN_00271351,True,84.9,Synthetic Identity,Rule-Based,113.75
TXN_00271357,True,83.6,Account Takeover,ML Model,210.36
TXN_00271592,True,67.5,Synthetic Identity,Not Detected,0.0
TXN_00271646,True,93.9,Card Testing,ML Model,389.54
TXN_00271753,True,76.3,Card Testing,ML Model,2177.71
TXN_00271813,True,72.6,Stolen Card,Rule-Based,166.85
TXN_00272033,True,65.2,Account Takeover,Rule-Based,277.91
TXN_00272074,True,65.3,Card Testing,Rule-Based,838.18
TXN_00272107,True,68.3,Card Testing,Rule-Based,128.32
TXN_00272183,True,92.7,Card Testing,ML Model,16.83
TXN_00272250,True,82.3,Synthetic Identity,Rule-Based,361.83
TXN_00272310,True,74.0,Stolen Card,ML Model,165.79
TXN_00272339,True,87.3,Friendly Fraud,Rule-Based,209.83
TXN_00272341,True,65.6,Stolen Card,ML Model,41.01
TXN_00272366,True,66.0,Stolen Card,ML Model,124.89
TXN_00272634,True,77.8,Synthetic Identity,ML Model,221.93
TXN_00272746,True,60.0,Account Takeover,ML Model,553.77
TXN_00272887,True,80.4,Stolen Card,Rule-Based,436.44
TXN_00272953,True,92.0,Account Takeover,Rule-Based,317.32
TXN_00273031,True,63.4,Synthetic Identity,ML Model,114.77
TXN_00273118,True,63.2,Stolen Card,ML Model,586.94
TXN_00273155,True,71.8,Synthetic Identity,Not Detected,0.0
TXN_00273290,True,89.5,Friendly Fraud,ML Model,84.37
TXN_00273332,True,62.1,Account Takeover,Rule-Based,198.95
TXN_00273362,True,65.0,Synthetic Identity,Rule-Based,117.94
TXN_00273445,True,63.6,Card Testing,ML Model,128.99
TXN_00273655,True,82.9,Card Testing,ML Model,203.53
TXN_00273744,True,73.7,Friendly Fraud,ML Model,124.09
TXN_00273790,True,84.5,Stolen Card,Rule-Based,422.12
TXN_00273975,True,69.4,Account Takeover,Not Detected,0.0
TXN_00273977,True,67.7,Friendly Fraud,Not Detected,0.0
TXN_00274019,True,91.5,Stolen Card,ML Model,420.75
TXN_00274075,True,81.7,Synthetic Identity,Not Detected,0.0
TXN_00274197,True,64.1,Account Takeover,ML Model,87.36
TXN_00274313,True,70.7,Synthetic Identity,ML Model,1473.43
TXN_00274537,True,73.6,Friendly Fraud,ML Model,124.94
TXN_00274625,True,82.5,Stolen Card,ML Model,873.99
TXN_00274684,True,81.1,Friendly Fraud,ML Model,43.05
TXN_00274794,True,85.2,Synthetic Identity,ML Model,110.06
TXN_00274815,True,73.7,Account Takeover,ML Model,212.69
TXN_00274917,True,80.8,Friendly Fraud,Rule-Based,81.3
TXN_00275066,True,94.7,Account Takeover,ML Model,308.87
TXN_00275477,True,61.9,Friendly Fraud,ML Model,44.5
TXN_00275514,True,60.4,Card Testing,ML Model,225.62
TXN_00275518,True,68.6,Card Testing,ML Model,137.07
TXN_00275568,True,65.2,Account Takeover,ML Model,30.94
TXN_00275665,True,61.4,Card Testing,ML Model,1958.95
TXN_00275830,True,64.9,Card Testing,ML Model,26.96
TXN_00275943,True,74.5,Account Takeover,ML Model,160.67
TXN_00276107,True,93.9,Account Takeover,ML Model,209.81
TXN_00276480,True,91.4,Stolen Card,ML Model,116.15
TXN_00276595,True,89.0,Stolen Card,ML Model,897.98
TXN_00276599,True,92.5,Synthetic Identity,ML Model,122.72
TXN_00276935,True,90.5,Stolen Card,ML Model,165.1
TXN_00276948,True,91.2,Account Takeover,ML Model,137.34
TXN_00277122,True,63.9,Card Testing,ML Model,434.32
TXN_00277148,True,62.5,Card Testing,Manual Review,4259.44
TXN_00277340,True,90.5,Stolen Card,Not Detected,0.0
TXN_00277472,True,65.8,Account Takeover,ML Model,250.9
TXN_00277603,True,79.6,Synthetic Identity,Rule-Based,680.53
TXN_00277807,True,85.4,Card Testing,ML Model,233.36
TXN_00277888,True,76.2,Stolen Card,Manual Review,261.93
TXN_00278042,True,87.1,Synthetic Identity,ML Model,25.62
TXN_00278333,True,69.7,Friendly Fraud,ML Model,79.28
TXN_00278496,True,94.9,Synthetic Identity,Rule-Based,51.07
TXN_00278662,True,69.1,Card Testing,Manual Review,297.56
TXN_00278745,True,67.1,Synthetic Identity,ML Model,253.98
TXN_00278756,True,93.6,Friendly Fraud,ML Model,38.65
TXN_00278919,True,68.1,Stolen Card,ML Model,665.09
TXN_00278983,True,90.8,Synthetic Identity,ML Model,229.93
TXN_00279080,True,60.6,Stolen Card,Rule-Based,183.16
TXN_00279230,True,70.4,Friendly Fraud,ML Model,125.69
TXN_00279249,True,92.5,Friendly Fraud,ML Model,667.89
TXN_00279283,True,60.2,Stolen Card,ML Model,58.15
TXN_00279300,True,70.5,Account Takeover,ML Model,732.56
TXN_00279423,True,94.7,Friendly Fraud,ML Model,235.79
TXN_00279607,True,90.7,Friendly Fraud,ML Model,136.15
TXN_00279640,True,76.6,Account Takeover,ML Model,1569.02
TXN_00280075,True,78.1,Synthetic Identity,ML Model,145.49
TXN_00280212,True,60.2,Friendly Fraud,Rule-Based,80.93
TXN_00280214,True,66.9,Stolen Card,Rule-Based,163.24
TXN_00280313,True,93.8,Card Testing,ML Model,284.95
TXN_00280379,True,89.8,Stolen Card,ML Model,49.83
TXN_00280393,True,91.9,Account Takeover,ML Model,33.68
TXN_00280481,True,79.4,Card Testing,ML Model,44.81
TXN_00280482,True,72.4,Friendly Fraud,ML Model,16.13
TXN_00280487,True,62.1,Synthetic Identity,Rule-Based,31.39
TXN_00280662,True,61.3,Stolen Card,ML Model,115.32
TXN_00280664,True,79.7,Friendly Fraud,ML Model,87.21
