merchant_id,merchant_name,category,country,signup_date,transaction_volume_tier
MERCH_00820,Merchant_820,Healthcare,India,2024-06-27,Small
MERCH_00821,Merchant_821,Retail,France,2024-04-20,Enterprise
MERCH_00822,Merchant_822,Retail,UK,2024-03-03,Medium
MERCH_00823,Merchant_823,Retail,USA,2024-01-19,Small
MERCH_00824,Merchant_824,Digital Services,Australia,2024-09-11,Small
MERCH_00825,Merchant_825,Food & Dining,USA,2024-04-12,Large
MERCH_00826,Merchant_826,E-commerce,India,2024-09-12,Medium
MERCH_00827,Merchant_827,E-commerce,USA,2024-02-08,Enterprise
MERCH_00828,Merchant_828,Retail,USA,2024-04-05,Medium
MERCH_00829,Merchant_829,Utilities,Brazil,2024-03-15,Small
MERCH_00830,Merchant_830,Entertainment,USA,2024-01-04,Medium
MERCH_00831,Merchant_831,Travel,UK,2024-08-12,Small
MERCH_00832,Merchant_832,Utilities,Germany,2024-03-15,Medium
MERCH_00833,Merchant_833,E-commerce,UK,2024-06-13,Small
MERCH_00834,Merchant_834,Healthcare,Canada,2024-01-17,Small
MERCH_00835,Merchant_835,Healthcare,France,2024-10-06,Large
MERCH_00836,Merchant_836,Retail,Singapore,2024-06-05,Large
MERCH_00837,Merchant_837,Digital Services,USA,2024-06-13,Large
MERCH_00838,Merchant_838,Travel,USA,2024-03-31,Small
MERCH_00839,Merchant_839,Entertainment,USA,2024-06-02,Medium
MERCH_00840,Merchant_840,E-commerce,Australia,2024-01-11,Medium
MERCH_00841,Merchant_841,Transportation,USA,2024-10-07,Small
MERCH_00842,Merchant_842,Travel,India,2024-09-21,Medium
MERCH_00843,Merchant_843,Retail,Australia,2024-08-11,Large
MERCH_00844,Merchant_844,Utilities,USA,2024-01-18,Small
MERCH_00845,Merchant_845,Entertainment,USA,2024-08-07,Small
MERCH_00846,Merchant_846,Utilities,UK,2024-03-06,Medium
MERCH_00847,Merchant_847,Healthcare,Canada,2024-06-11,Small
MERCH_00848,Merchant_848,Food & Dining,Australia,2024-04-27,Enterprise
MERCH_00849,Merchant_849,Utilities,Germany,2024-04-30,Large
MERCH_00850,Merchant_850,Healthcare,Australia,2024-07-27,Small
MERCH_00851,Merchant_851,Food & Dining,USA,2024-01-20,Small
MERCH_00852,Merchant_852,Utilities,Australia,2024-02-20,Small
MERCH_00853,Merchant_853,E-commerce,Germany,2024-01-08,Medium
MERCH_00854,Merchant_854,Entertainment,USA,2024-10-25,Small
MERCH_00855,Merchant_855,Travel,USA,2024-10-21,Small
MERCH_00856,Merchant_856,Education,Australia,2024-05-01,Small
MERCH_00857,Merchant_857,Food & Dining,Singapore,2024-02-08,Medium
MERCH_00858,Merchant_858,Healthcare,Germany,2024-02-20,Small
MERCH_00859,Merchant_859,Utilities,Germany,2024-05-17,Medium
MERCH_00860,Merchant_860,Transportation,France,2024-01-31,Large
MERCH_00861,Merchant_861,Utilities,USA,2024-01-14,Enterprise
MERCH_00862,Merchant_862,Digital Services,Singapore,2024-09-15,Small
MERCH_00863,Merchant_863,Utilities,Germany,2024-02-28,Medium
MERCH_00864,Merchant_864,Travel,UK,2024-03-25,Small
MERCH_00865,Merchant_865,Food & Dining,UK,2024-08-19,Medium
MERCH_00866,Merchant_866,E-commerce,UAE,2024-02-26,Small
MERCH_00867,Merchant_867,Utilities,USA,2024-03-10,Small
MERCH_00868,Merchant_868,E-commerce,UK,2024-04-04,Medium
MERCH_00869,Merchant_869,Healthcare,France,2024-09-21,Enterprise
MERCH_00870,Merchant_870,Utilities,USA,2024-09-23,Medium
MERCH_00871,Merchant_871,Healthcare,Germany,2024-08-17,Small
MERCH_00872,Merchant_872,Education,UAE,2024-06-05,Medium
MERCH_00873,Merchant_873,Food & Dining,USA,2024-02-09,Large
MERCH_00874,Merchant_874,Digital Services,France,2024-06-20,Medium
MERCH_00875,Merchant_875,Food & Dining,USA,2024-05-11,Medium
MERCH_00876,Merchant_876,Entertainment,UK,2024-03-17,Large
MERCH_00877,Merchant_877,Travel,UK,2024-07-01,Medium
MERCH_00878,Merchant_878,Utilities,USA,2024-05-15,Small
MERCH_00879,Merchant_879,Utilities,India,2024-04-08,Small
MERCH_00880,Merchant_880,Transportation,UK,2024-06-01,Small
MERCH_00881,Merchant_881,Utilities,USA,2024-06-18,Enterprise
MERCH_00882,Merchant_882,E-commerce,India,2024-01-23,Medium
MERCH_00883,Merchant_883,Retail,USA,2024-03-17,Small
MERCH_00884,Merchant_884,Travel,Brazil,2024-07-26,Small
MERCH_00885,Merchant_885,Entertainment,Australia,2024-08-06,Large
MERCH_00886,Merchant_886,Travel,USA,2024-05-13,Medium
MERCH_00887,Merchant_887,Digital Services,USA,2024-03-29,Small
MERCH_00888,Merchant_888,Utilities,France,2024-09-02,Large
MERCH_00889,Merchant_889,Entertainment,USA,2024-05-04,Small
MERCH_00890,Merchant_890,Transportation,USA,2024-09-29,Enterprise
MERCH_00891,Merchant_891,Entertainment,USA,2024-08-09,Medium
MERCH_00892,Merchant_892,E-commerce,Australia,2024-07-20,Small
MERCH_00893,Merchant_893,Travel,UK,2024-08-11,Medium
MERCH_00894,Merchant_894,Retail,India,2024-05-22,Medium
MERCH_00895,Merchant_895,E-commerce,India,2024-10-07,Small
MERCH_00896,Merchant_896,Transportation,France,2024-02-02,Large
MERCH_00897,Merchant_897,E-commerce,USA,2024-02-12,Large
MERCH_00898,Merchant_898,Education,USA,2024-01-20,Small
MERCH_00899,Merchant_899,Retail,UK,2024-06-20,Large
MERCH_00900,Merchant_900,Transportation,Brazil,2024-02-05,Small
MERCH_00901,Merchant_901,Education,USA,2024-03-28,Medium
MERCH_00902,Merchant_902,Healthcare,Canada,2024-10-16,Small
MERCH_00903,Merchant_903,Education,USA,2024-03-10,Small
MERCH_00904,Merchant_904,Digital Services,USA,2024-08-27,Small
MERCH_00905,Merchant_905,Transportation,Germany,2024-03-16,Medium
MERCH_00906,Merchant_906,Healthcare,Germany,2024-05-18,Medium
MERCH_00907,Merchant_907,Food & Dining,UAE,2024-04-06,Small
MERCH_00908,Merchant_908,Healthcare,UK,2024-01-10,Enterprise
MERCH_00909,Merchant_909,Travel,USA,2024-08-06,Small
MERCH_00910,Merchant_910,Utilities,UK,2024-09-09,Small
MERCH_00911,Merchant_911,Travel,Australia,2024-08-29,Small
MERCH_00912,Merchant_912,Utilities,USA,2024-09-11,Large
MERCH_00913,Merchant_913,Transportation,USA,2024-09-21,Medium
MERCH_00914,Merchant_914,Utilities,India,2024-04-29,Small
MERCH_00915,Merchant_915,Food & Dining,USA,2024-07-16,Enterprise
MERCH_00916,Merchant_916,Digital Services,India,2024-08-21,Large
MERCH_00917,Merchant_917,Utilities,Canada,2024-08-22,Enterprise
MERCH_00918,Merchant_918,Travel,USA,2024-09-16,Medium
MERCH_00919,Merchant_919,Transportation,USA,2024-02-04,Small
MERCH_00920,Merchant_920,Digital Services,USA,2024-01-06,Medium
MERCH_00921,Merchant_921,E-commerce,USA,2024-09-09,Small
MERCH_00922,Merchant_922,Healthcare,UK,2024-01-02,Medium
MERCH_00923,Merchant_923,Food & Dining,Singapore,2024-09-18,Small
MERCH_00924,Merchant_924,Travel,USA,2024-03-09,Small
MERCH_00925,Merchant_925,Entertainment,USA,2024-05-08,Small
MERCH_00926,Merchant_926,Food & Dining,Singapore,2024-01-28,Medium
MERCH_00927,Merchant_927,Transportation,France,2024-09-14,Medium
MERCH_00928,Merchant_928,Food & Dining,UK,2024-04-24,Small
MERCH_00929,Merchant_929,Retail,Canada,2024-07-02,Small
MERCH_00930,Merchant_930,Food & Dining,Brazil,2024-02-12,Small
MERCH_00931,Merchant_931,Digital Services,USA,2024-04-22,Medium
MERCH_00932,Merchant_932,E-commerce,Australia,2024-04-07,Enterprise
MERCH_00933,Merchant_933,Healthcare,UK,2024-02-19,Small
MERCH_00934,Merchant_934,E-commerce,UK,2024-06-30,Large
MERCH_00935,Merchant_935,Utilities,India,2024-08-20,Large
MERCH_00936,Merchant_936,Food & Dining,USA,2024-10-22,Medium
MERCH_00937,Merchant_937,Retail,Brazil,2024-04-01,Small
MERCH_00938,Merchant_938,Utilities,USA,2024-01-29,Small
MERCH_00939,Merchant_939,Food & Dining,Canada,2024-10-14,Medium
MERCH_00940,Merchant_940,Digital Services,UK,2024-04-02,Small
MERCH_00941,Merchant_941,Utilities,Canada,2024-05-07,Large
MERCH_00942,Merchant_942,Entertainment,Canada,2024-08-09,Medium
MERCH_00943,Merchant_943,Transportation,Canada,2024-07-16,Small
MERCH_00944,Merchant_944,Transportation,Germany,2024-02-12,Small
MERCH_00945,Merchant_945,Entertainment,Singapore,2024-07-17,Large
MERCH_00946,Merchant_946,Digital Services,UAE,2024-03-24,Medium
MERCH_00947,Merchant_947,Food & Dining,USA,2024-01-09,Small
MERCH_00948,Merchant_948,Digital Services,USA,2024-02-12,Small
MERCH_00949,Merchant_949,Healthcare,USA,2024-08-16,Small
MERCH_00950,Merchant_950,E-commerce,USA,2024-03-18,Medium
MERCH_00951,Merchant_951,Travel,USA,2024-06-15,Small
MERCH_00952,Merchant_952,Food & Dining,USA,2024-02-29,Small
MERCH_00953,Merchant_953,Education,Australia,2024-03-12,Small
MERCH_00954,Merchant_954,Retail,Germany,2024-07-14,Small
MERCH_00955,Merchant_955,Digital Services,USA,2024-07-24,Medium
MERCH_00956,Merchant_956,Digital Services,Brazil,2024-01-30,Small
MERCH_00957,Merchant_957,Entertainment,UAE,2024-10-14,Small
MERCH_00958,Merchant_958,Utilities,Australia,2024-08-02,Small
MERCH_00959,Merchant_959,Entertainment,India,2024-08-04,Large
MERCH_00960,Merchant_960,E-commerce,USA,2024-02-26,Medium
MERCH_00961,Merchant_961,E-commerce,USA,2024-02-14,Medium
MERCH_00962,Merchant_962,Education,Australia,2024-01-11,Large
MERCH_00963,Merchant_963,Utilities,India,2024-10-10,Small
MERCH_00964,Merchant_964,E-commerce,Brazil,2024-05-18,Medium
MERCH_00965,Merchant_965,Entertainment,USA,2024-01-01,Small
MERCH_00966,Merchant_966,Education,France,2024-05-02,Small
MERCH_00967,Merchant_967,Entertainment,Brazil,2024-01-14,Medium
MERCH_00968,Merchant_968,Transportation,USA,2024-10-17,Large
MERCH_00969,Merchant_969,Education,France,2024-04-02,Small
MERCH_00970,Merchant_970,Healthcare,Australia,2024-09-01,Small
MERCH_00971,Merchant_971,E-commerce,USA,2024-07-19,Medium
MERCH_00972,Merchant_972,Entertainment,India,2024-09-04,Medium
MERCH_00973,Merchant_973,E-commerce,UK,2024-04-20,Medium
MERCH_00974,Merchant_974,Healthcare,USA,2024-07-29,Large
MERCH_00975,Merchant_975,Education,UK,2024-01-11,Small
MERCH_00976,Merchant_976,Digital Services,UK,2024-09-27,Small
MERCH_00977,Merchant_977,Utilities,India,2024-08-01,Small
MERCH_00978,Merchant_978,Food & Dining,USA,2024-04-27,Large
MERCH_00979,Merchant_979,Digital Services,USA,2024-04-15,Small
MERCH_00980,Merchant_980,Entertainment,USA,2024-04-21,Small
MERCH_00981,Merchant_981,Travel,Canada,2024-10-25,Small
MERCH_00982,Merchant_982,Healthcare,UAE,2024-06-26,Small
MERCH_00983,Merchant_983,Digital Services,USA,2024-01-23,Small
MERCH_00984,Merchant_984,Utilities,Brazil,2024-07-19,Small
MERCH_00985,Merchant_985,E-commerce,USA,2024-07-19,Small
MERCH_00986,Merchant_986,Healthcare,UK,2024-07-26,Large
MERCH_00987,Merchant_987,Entertainment,UK,2024-09-09,Small
MERCH_00988,Merchant_988,Digital Services,Brazil,2024-08-07,Small
MERCH_00989,Merchant_989,Transportation,Australia,2024-01-05,Large
MERCH_00990,Merchant_990,Education,USA,2024-06-23,Medium
MERCH_00991,Merchant_991,E-commerce,UK,2024-06-30,Small
MERCH_00992,Merchant_992,Transportation,Australia,2024-01-11,Medium
MERCH_00993,Merchant_993,Food & Dining,France,2024-09-26,Small
MERCH_00994,Merchant_994,Retail,Australia,2024-01-14,Medium
MERCH_00995,Merchant_995,Food & Dining,Australia,2024-01-19,Medium
MERCH_00996,Merchant_996,Entertainment,Germany,2024-06-22,Small
MERCH_00997,Merchant_997,Retail,UK,2024-01-25,Small
MERCH_00998,Merchant_998,Digital Services,UK,2024-01-28,Small
MERCH_00999,Merchant_999,Digital Services,UK,2024-10-07,Medium
MERCH_01000,Merchant_1000,Food & Dining,UK,2024-04-21,Small
MERCH_01001,Merchant_1001,Entertainment,USA,2024-01-23,Medium
MERCH_01002,Merchant_1002,E-commerce,Canada,2024-08-01,Medium
MERCH_01003,Merchant_1003,E-commerce,UK,2024-04-05,Medium
MERCH_01004,Merchant_1004,Food & Dining,USA,2024-07-03,Small
MERCH_01005,Merchant_1005,Travel,USA,2024-01-25,Large
MERCH_01006,Merchant_1006,Retail,Germany,2024-09-15,Large
MERCH_01007,Merchant_1007,Food & Dining,USA,2024-01-19,Medium
MERCH_01008,Merchant_1008,E-commerce,Australia,2024-06-28,Large
MERCH_01009,Merchant_1009,Digital Services,Germany,2024-07-08,Small
MERCH_01010,Merchant_1010,Utilities,UK,2024-08-08,Small
MERCH_01011,Merchant_1011,Utilities,USA,2024-05-31,Medium
MERCH_01012,Merchant_1012,E-commerce,Germany,2024-06-08,Small
MERCH_01013,Merchant_1013,Education,USA,2024-02-09,Medium
MERCH_01014,Merchant_1014,Transportation,USA,2024-10-26,Medium
MERCH_01015,Merchant_1015,Education,France,2024-10-20,Small
MERCH_01016,Merchant_1016,Healthcare,India,2024-05-27,Small
MERCH_01017,Merchant_1017,Healthcare,Canada,2024-02-04,Medium
MERCH_01018,Merchant_1018,Transportation,USA,2024-03-05,Large
MERCH_01019,Merchant_1019,Utilities,Germany,2024-05-13,Large
MERCH_01020,Merchant_1020,Digital Services,USA,2024-04-18,Large
MERCH_01021,Merchant_1021,Education,Brazil,2024-08-01,Small
MERCH_01022,Merchant_1022,Transportation,Canada,2024-02-03,Small
MERCH_01023,Merchant_1023,Food & Dining,India,2024-07-19,Small
MERCH_01024,Merchant_1024,Education,USA,2024-01-25,Small
MERCH_01025,Merchant_1025,Transportation,France,2024-07-09,Enterprise
MERCH_01026,Merchant_1026,E-commerce,India,2024-01-07,Small
MERCH_01027,Merchant_1027,Education,Brazil,2024-04-02,Medium
MERCH_01028,Merchant_1028,Entertainment,India,2024-10-26,Medium
MERCH_01029,Merchant_1029,Retail,USA,2024-01-22,Small
MERCH_01030,Merchant_1030,Education,UK,2024-08-13,Medium
MERCH_01031,Merchant_1031,Healthcare,UK,2024-07-23,Small
MERCH_01032,Merchant_1032,Digital Services,USA,2024-02-17,Medium
MERCH_01033,Merchant_1033,Utilities,Canada,2024-10-24,Large
MERCH_01034,Merchant_1034,Entertainment,UK,2024-03-01,Small
MERCH_01035,Merchant_1035,Digital Services,USA,2024-09-15,Medium
MERCH_01036,Merchant_1036,Education,Canada,2024-02-26,Small
MERCH_01037,Merchant_1037,E-commerce,USA,2024-06-07,Enterprise
MERCH_01038,Merchant_1038,Utilities,UK,2024-10-01,Medium
MERCH_01039,Merchant_1039,Travel,India,2024-04-17,Small
MERCH_01040,Merchant_1040,Education,India,2024-07-30,Small
MERCH_01041,Merchant_1041,Education,France,2024-09-09,Small
MERCH_01042,Merchant_1042,Healthcare,USA,2024-09-24,Small
MERCH_01043,Merchant_1043,Entertainment,UK,2024-05-14,Small
MERCH_01044,Merchant_1044,Entertainment,France,2024-01-08,Large
MERCH_01045,Merchant_1045,Retail,Germany,2024-05-01,Medium
MERCH_01046,Merchant_1046,Education,UAE,2024-03-09,Small
MERCH_01047,Merchant_1047,Transportation,Canada,2024-02-17,Small
MERCH_01048,Merchant_1048,Travel,Australia,2024-08-18,Small
MERCH_01049,Merchant_1049,Food & Dining,USA,2024-08-14,Small
MERCH_01050,Merchant_1050,Travel,Canada,2024-05-22,Small
MERCH_01051,Merchant_1051,E-commerce,India,2024-10-15,Enterprise
MERCH_01052,Merchant_1052,E-commerce,Canada,2024-02-17,Small
MERCH_01053,Merchant_1053,Digital Services,India,2024-03-01,Enterprise
MERCH_01054,Merchant_1054,Travel,USA,2024-09-01,Medium
MERCH_01055,Merchant_1055,Food & Dining,USA,2024-08-10,Small
MERCH_01056,Merchant_1056,Education,UK,2024-08-12,Small
MERCH_01057,Merchant_1057,E-commerce,USA,2024-06-19,Small
MERCH_01058,Merchant_1058,Education,Canada,2024-07-09,Large
MERCH_01059,Merchant_1059,Education,Australia,2024-01-12,Medium
MERCH_01060,Merchant_1060,E-commerce,Australia,2024-01-21,Medium
MERCH_01061,Merchant_1061,Entertainment,USA,2024-05-22,Medium
MERCH_01062,Merchant_1062,Travel,Canada,2024-04-06,Medium
MERCH_01063,Merchant_1063,Transportation,USA,2024-09-09,Small
MERCH_01064,Merchant_1064,Food & Dining,Canada,2024-06-22,Enterprise
MERCH_01065,Merchant_1065,Utilities,USA,2024-04-11,Medium
MERCH_01066,Merchant_1066,Transportation,France,2024-02-23,Medium
MERCH_01067,Merchant_1067,Food & Dining,Canada,2024-06-19,Large
MERCH_01068,Merchant_1068,Transportation,UK,2024-08-16,Medium
MERCH_01069,Merchant_1069,Digital Services,USA,2024-06-30,Small
MERCH_01070,Merchant_1070,Transportation,Germany,2024-03-08,Small
MERCH_01071,Merchant_1071,Food & Dining,Brazil,2024-03-31,Large
MERCH_01072,Merchant_1072,E-commerce,Germany,2024-06-13,Small
MERCH_01073,Merchant_1073,Digital Services,Singapore,2024-01-27,Small
MERCH_01074,Merchant_1074,Transportation,USA,2024-10-02,Small
MERCH_01075,Merchant_1075,Transportation,USA,2024-05-06,Large
MERCH_01076,Merchant_1076,Retail,Canada,2024-10-13,Medium
MERCH_01077,Merchant_1077,Food & Dining,France,2024-07-20,Medium
MERCH_01078,Merchant_1078,Entertainment,USA,2024-01-19,Enterprise
MERCH_01079,Merchant_1079,Food & Dining,Singapore,2024-04-11,Large
MERCH_01080,Merchant_1080,Education,UK,2024-10-25,Large
MERCH_01081,Merchant_1081,Entertainment,USA,2024-01-31,Small
MERCH_01082,Merchant_1082,Healthcare,UK,2024-04-19,Medium
MERCH_01083,Merchant_1083,Travel,India,2024-08-05,Medium
MERCH_01084,Merchant_1084,Healthcare,Singapore,2024-09-10,Medium
MERCH_01085,Merchant_1085,Transportation,USA,2024-05-29,Small
MERCH_01086,Merchant_1086,Healthcare,USA,2024-10-11,Small
MERCH_01087,Merchant_1087,Retail,UK,2024-08-07,Medium
MERCH_01088,Merchant_1088,Education,Germany,2024-08-14,Enterprise
MERCH_01089,Merchant_1089,Travel,USA,2024-07-03,Small
MERCH_01090,Merchant_1090,Transportation,UK,2024-07-21,Enterprise
MERCH_01091,Merchant_1091,Healthcare,Australia,2024-08-29,Small
MERCH_01092,Merchant_1092,Healthcare,Germany,2024-07-07,Medium
MERCH_01093,Merchant_1093,Utilities,Canada,2024-04-14,Medium
MERCH_01094,Merchant_1094,Travel,Germany,2024-06-15,Medium
MERCH_01095,Merchant_1095,Travel,USA,2024-02-08,Large
MERCH_01096,Merchant_1096,Food & Dining,Australia,2024-06-10,Small
MERCH_01097,Merchant_1097,Utilities,UAE,2024-05-07,Small
MERCH_01098,Merchant_1098,E-commerce,France,2024-05-12,Large
MERCH_01099,Merchant_1099,Healthcare,UK,2024-09-09,Enterprise
MERCH_01100,Merchant_1100,Healthcare,UAE,2024-05-25,Medium
MERCH_01101,Merchant_1101,Utilities,Germany,2024-04-13,Large
MERCH_01102,Merchant_1102,Digital Services,Germany,2024-03-10,Small
MERCH_01103,Merchant_1103,Digital Services,USA,2024-09-11,Medium
MERCH_01104,Merchant_1104,Travel,India,2024-01-01,Large
MERCH_01105,Merchant_1105,Transportation,USA,2024-09-22,Large
MERCH_01106,Merchant_1106,Education,USA,2024-02-23,Medium
MERCH_01107,Merchant_1107,Travel,India,2024-03-28,Enterprise
MERCH_01108,Merchant_1108,Utilities,UK,2024-01-30,Medium
MERCH_01109,Merchant_1109,Transportation,USA,2024-08-22,Medium
MERCH_01110,Merchant_1110,Entertainment,France,2024-10-06,Small
MERCH_01111,Merchant_1111,Healthcare,USA,2024-01-23,Small
MERCH_01112,Merchant_1112,Utilities,UK,2024-01-14,Large
MERCH_01113,Merchant_1113,Food & Dining,USA,2024-04-16,Large
MERCH_01114,Merchant_1114,Education,France,2024-09-09,Large
MERCH_01115,Merchant_1115,Utilities,France,2024-10-03,Medium
MERCH_01116,Merchant_1116,Healthcare,France,2024-02-15,Small
MERCH_01117,Merchant_1117,Travel,USA,2024-01-02,Large
MERCH_01118,Merchant_1118,Education,USA,2024-02-29,Small
MERCH_01119,Merchant_1119,Healthcare,UK,2024-01-02,Medium
MERCH_01120,Merchant_1120,Digital Services,USA,2024-05-07,Large
MERCH_01121,Merchant_1121,Healthcare,France,2024-03-14,Small
MERCH_01122,Merchant_1122,E-commerce,UAE,2024-01-03,Medium
MERCH_01123,Merchant_1123,Retail,Germany,2024-09-14,Large
MERCH_01124,Merchant_1124,Travel,UK,2024-03-18,Small
MERCH_01125,Merchant_1125,Digital Services,UK,2024-05-02,Small
MERCH_01126,Merchant_1126,E-commerce,India,2024-05-11,Small
MERCH_01127,Merchant_1127,Utilities,USA,2024-02-19,Enterprise
MERCH_01128,Merchant_1128,Entertainment,India,2024-07-26,Medium
MERCH_01129,Merchant_1129,Travel,USA,2024-01-05,Medium
MERCH_01130,Merchant_1130,Travel,Singapore,2024-01-13,Medium
MERCH_01131,Merchant_1131,Utilities,USA,2024-10-22,Medium
MERCH_01132,Merchant_1132,E-commerce,Australia,2024-08-25,Medium
MERCH_01133,Merchant_1133,Entertainment,Germany,2024-06-26,Small
MERCH_01134,Merchant_1134,Education,USA,2024-09-07,Small
MERCH_01135,Merchant_1135,Utilities,USA,2024-09-23,Medium
MERCH_01136,Merchant_1136,Transportation,France,2024-09-30,Large
MERCH_01137,Merchant_1137,Travel,Canada,2024-06-30,Medium
MERCH_01138,Merchant_1138,Healthcare,UAE,2024-02-28,Medium
MERCH_01139,Merchant_1139,E-commerce,Canada,2024-07-24,Medium
MERCH_01140,Merchant_1140,Digital Services,USA,2024-07-23,Medium
MERCH_01141,Merchant_1141,Retail,USA,2024-02-13,Large
MERCH_01142,Merchant_1142,Travel,UK,2024-10-15,Medium
MERCH_01143,Merchant_1143,Utilities,Germany,2024-01-10,Small
MERCH_01144,Merchant_1144,Entertainment,India,2024-09-12,Large
MERCH_01145,Merchant_1145,Healthcare,Brazil,2024-07-21,Large
MERCH_01146,Merchant_1146,Education,USA,2024-05-13,Medium
MERCH_01147,Merchant_1147,Travel,Australia,2024-06-08,Medium
MERCH_01148,Merchant_1148,Travel,USA,2024-05-16,Enterprise
MERCH_01149,Merchant_1149,E-commerce,Germany,2024-01-25,Small
MERCH_01150,Merchant_1150,Entertainment,Germany,2024-05-23,Large
MERCH_01151,Merchant_1151,Travel,Canada,2024-04-24,Small
MERCH_01152,Merchant_1152,Healthcare,Germany,2024-05-27,Large
MERCH_01153,Merchant_1153,Education,USA,2024-07-23,Small
MERCH_01154,Merchant_1154,Retail,USA,2024-02-08,Small
MERCH_01155,Merchant_1155,Travel,UK,2024-08-10,Medium
MERCH_01156,Merchant_1156,Digital Services,USA,2024-03-13,Small
MERCH_01157,Merchant_1157,Transportation,USA,2024-03-05,Large
MERCH_01158,Merchant_1158,Utilities,India,2024-03-27,Medium
MERCH_01159,Merchant_1159,Education,USA,2024-08-26,Large
MERCH_01160,Merchant_1160,Travel,Canada,2024-08-15,Small
MERCH_01161,Merchant_1161,Travel,USA,2024-03-08,Small
MERCH_01162,Merchant_1162,Healthcare,Germany,2024-08-08,Small
MERCH_01163,Merchant_1163,Retail,USA,2024-02-23,Medium
MERCH_01164,Merchant_1164,Food & Dining,France,2024-01-10,Medium
MERCH_01165,Merchant_1165,Entertainment,India,2024-06-23,Enterprise
MERCH_01166,Merchant_1166,Entertainment,USA,2024-05-17,Medium
MERCH_01167,Merchant_1167,Education,USA,2024-01-20,Small
MERCH_01168,Merchant_1168,Food & Dining,USA,2024-03-27,Small
MERCH_01169,Merchant_1169,Education,USA,2024-07-14,Large
MERCH_01170,Merchant_1170,Transportation,UAE,2024-01-10,Small
MERCH_01171,Merchant_1171,Travel,UK,2024-04-02,Small
MERCH_01172,Merchant_1172,Entertainment,Australia,2024-09-24,Medium
MERCH_01173,Merchant_1173,Utilities,Germany,2024-06-03,Small
MERCH_01174,Merchant_1174,Education,Brazil,2024-07-30,Small
MERCH_01175,Merchant_1175,Transportation,India,2024-07-01,Large
MERCH_01176,Merchant_1176,Entertainment,UK,2024-06-18,Small
MERCH_01177,Merchant_1177,Travel,USA,2024-10-26,Medium
MERCH_01178,Merchant_1178,Education,Australia,2024-03-13,Medium
MERCH_01179,Merchant_1179,E-commerce,USA,2024-02-16,Small
MERCH_01180,Merchant_1180,Utilities,Australia,2024-09-28,Medium
MERCH_01181,Merchant_1181,Retail,UK,2024-06-11,Large
MERCH_01182,Merchant_1182,Education,Canada,2024-07-15,Large
MERCH_01183,Merchant_1183,E-commerce,USA,2024-10-03,Large
MERCH_01184,Merchant_1184,Healthcare,USA,2024-09-16,Small
MERCH_01185,Merchant_1185,Food & Dining,USA,2024-07-24,Large
MERCH_01186,Merchant_1186,Transportation,USA,2024-05-08,Medium
MERCH_01187,Merchant_1187,Entertainment,USA,2024-10-21,Small
MERCH_01188,Merchant_1188,Utilities,Germany,2024-04-21,Small
MERCH_01189,Merchant_1189,Utilities,USA,2024-04-08,Small
MERCH_01190,Merchant_1190,Food & Dining,USA,2024-10-26,Medium
MERCH_01191,Merchant_1191,Retail,UK,2024-08-18,Small
MERCH_01192,Merchant_1192,Education,Canada,2024-05-20,Medium
MERCH_01193,Merchant_1193,Healthcare,USA,2024-06-29,Medium
MERCH_01194,Merchant_1194,Transportation,France,2024-04-07,Small
MERCH_01195,Merchant_1195,Travel,USA,2024-02-02,Large
MERCH_01196,Merchant_1196,Transportation,USA,2024-09-29,Small
MERCH_01197,Merchant_1197,Healthcare,USA,2024-01-22,Small
MERCH_01198,Merchant_1198,Retail,USA,2024-03-31,Large
MERCH_01199,Merchant_1199,Transportation,USA,2024-04-29,Medium
MERCH_01200,Merchant_1200,Education,UK,2024-10-04,Small
MERCH_01201,Merchant_1201,Utilities,Germany,2024-05-30,Medium
MERCH_01202,Merchant_1202,E-commerce,UAE,2024-10-11,Medium
MERCH_01203,Merchant_1203,E-commerce,Canada,2024-08-13,Small
MERCH_01204,Merchant_1204,Utilities,Australia,2024-07-29,Large
MERCH_01205,Merchant_1205,E-commerce,UK,2024-02-13,Medium
MERCH_01206,Merchant_1206,Utilities,Australia,2024-06-04,Large
MERCH_01207,Merchant_1207,Transportation,France,2024-06-04,Large
MERCH_01208,Merchant_1208,Healthcare,Canada,2024-05-10,Small
MERCH_01209,Merchant_1209,Retail,UK,2024-04-24,Small
MERCH_01210,Merchant_1210,E-commerce,India,2024-04-24,Medium
MERCH_01211,Merchant_1211,Healthcare,USA,2024-08-13,Large
MERCH_01212,Merchant_1212,E-commerce,Canada,2024-04-28,Medium
MERCH_01213,Merchant_1213,Food & Dining,Brazil,2024-07-12,Small
MERCH_01214,Merchant_1214,E-commerce,USA,2024-01-19,Small
MERCH_01215,Merchant_1215,Utilities,USA,2024-02-01,Medium
MERCH_01216,Merchant_1216,Digital Services,USA,2024-09-19,Medium
MERCH_01217,Merchant_1217,Utilities,UK,2024-06-17,Large
MERCH_01218,Merchant_1218,Transportation,France,2024-08-12,Medium
MERCH_01219,Merchant_1219,Utilities,USA,2024-06-22,Large
MERCH_01220,Merchant_1220,Digital Services,Canada,2024-04-24,Medium
MERCH_01221,Merchant_1221,Entertainment,India,2024-08-27,Medium
MERCH_01222,Merchant_1222,Healthcare,UK,2024-06-05,Small
MERCH_01223,Merchant_1223,Transportation,USA,2024-08-14,Small
