account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,subscription_count,latest_mrr,latest_arr,had_upgrade,had_downgrade,billing_frequency,auto_renew,distinct_features_used,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,total_tickets,avg_satisfaction,avg_resolution_hours,avg_first_response_min,critical_tickets,escalations,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,tenure_months,has_satisfaction_data,churn_label,churn_numeric,mrr_per_seat,critical_ticket_ratio,error_rate,beta_adoption_ratio,tickets_per_month,features_per_month,is_enterprise,is_us,has_support_interaction,engagement_score
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23 00:00:00,event,Enterprise,3,False,False,12,8756,105072,0,0,monthly,1,36,703,3248.94,36,3,1,4.0,45.0,37.0,0,0,2024-09-08,support,0.0,True,False,False,missing features,2,1,Retained,0,2918.67,0.0,0.0512,0.0043,0.5,18.0,1,1,1,0.5338
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30 00:00:00,ads,Basic,5,False,False,12,8756,105072,1,0,monthly,1,33,2295,3311.89,123,33,3,2.67,52.67,70.0,222,0,2024-03-03,unknown,0.0,False,False,False,missing features,4,1,Retained,0,1751.2,74.0,0.0536,0.0144,0.75,8.25,0,0,1,0.5975
A-02cd81,Company_76,HealthTech,IN,2024-03-28 00:00:00,other,Basic,44,False,False,14,8756,105072,0,0,monthly,1,31,2052,3045.89,84,15,3,3.0,17.33,84.67,144,72,2024-04-30,pricing,0.0,False,False,False,,1,1,Retained,0,199.0,48.0,0.0409,0.0073,3.0,31.0,0,0,1,0.5292
A-ad3abd,Company_410,FinTech,US,2023-03-03 00:00:00,event,Pro,44,False,False,7,8756,105072,0,0,monthly,1,20,888,3271.24,33,3,3,2.0,13.0,70.33,58,0,2023-07-12,competitor,0.0,False,False,False,,4,1,Retained,0,199.0,19.3333,0.0372,0.0034,0.75,5.0,0,1,1,0.3748
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23 00:00:00,event,Enterprise,3,False,False,12,8756,105072,0,0,monthly,1,36,703,3248.94,36,3,1,4.0,45.0,37.0,0,0,2024-12-11,features,0.0,False,False,False,,5,1,Retained,0,2918.67,0.0,0.0512,0.0043,0.2,7.2,1,1,1,0.5338
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23 00:00:00,event,Enterprise,3,False,False,12,8756,105072,0,0,monthly,1,36,703,3248.94,36,3,1,4.0,45.0,37.0,0,0,2024-09-30,budget,6.2,False,False,True,,3,1,Retained,0,2918.67,0.0,0.0512,0.0043,0.3333,12.0,1,1,1,0.5338
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30 00:00:00,ads,Basic,5,False,False,12,8756,105072,1,0,monthly,1,33,2295,3311.89,123,33,3,2.67,52.67,70.0,222,0,2024-09-21,pricing,10.91,False,False,False,too expensive,10,1,Retained,0,1751.2,74.0,0.0536,0.0144,0.3,3.3,0,0,1,0.5975
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27 00:00:00,ads,Basic,43,False,False,5,8557,102684,0,0,monthly,1,23,2388,2842.44,108,30,6,0.67,24.67,94.33,156,0,2024-10-31,support,0.0,False,False,False,too expensive,0,1,Retained,0,199.0,26.0,0.0452,0.0126,6.0,23.0,0,0,1,0.4362
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27 00:00:00,ads,Basic,43,False,False,5,8557,102684,0,0,monthly,1,23,2388,2842.44,108,30,6,0.67,24.67,94.33,156,0,2024-12-05,features,0.0,False,False,False,missing features,1,1,Retained,0,199.0,26.0,0.0452,0.0126,6.0,23.0,0,0,1,0.4362
A-089363,Company_387,FinTech,AU,2023-05-06 00:00:00,event,Basic,2,False,False,14,8557,102684,1,0,monthly,1,30,1884,3221.16,99,27,3,3.67,35.0,91.33,61,0,2023-11-27,pricing,0.0,False,False,False,switched to competitor,6,1,Retained,0,4278.5,20.3333,0.0525,0.0143,0.5,5.0,0,0,1,0.5311
A-524364,Company_388,DevTools,FR,2024-12-31 00:00:00,partner,Enterprise,3,False,False,6,8557,102684,0,0,monthly,1,18,711,2791.12,72,6,3,4.33,47.67,75.33,52,0,,,0.0,,,,,14,1,Retained,0,2852.33,17.3333,0.1013,0.0084,0.2143,1.2857,1,0,1,0.2832
A-7d514c,Company_119,HealthTech,DE,2024-02-03 00:00:00,organic,Enterprise,17,False,False,9,8557,102684,1,0,monthly,1,30,1506,3056.4,90,21,3,1.67,33.33,49.67,96,0,,,0.0,,,,,25,1,Retained,0,503.35,32.0,0.0598,0.0139,0.12,1.2,1,0,1,0.4895
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27 00:00:00,ads,Basic,43,False,False,5,8557,102684,0,0,monthly,1,23,2388,2842.44,108,30,6,0.67,24.67,94.33,156,0,2024-11-25,features,0.0,False,False,False,,0,1,Retained,0,199.0,26.0,0.0452,0.0126,6.0,23.0,0,0,1,0.4362
A-463db0,Company_16,HealthTech,US,2024-12-05 00:00:00,partner,Basic,15,False,False,7,8358,100296,0,0,monthly,1,25,2202,2871.86,78,18,6,2.83,50.17,94.83,74,37,2024-12-30,features,0.0,False,False,True,,0,1,Retained,0,557.2,12.3333,0.0354,0.0082,6.0,25.0,0,1,1,0.4511
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20 00:00:00,organic,Pro,9,False,False,7,8358,100296,0,1,monthly,1,28,2316,3243.62,144,24,6,3.5,38.83,91.67,111,0,2024-10-23,competitor,0.0,True,False,False,missing features,16,1,Retained,0,928.67,18.5,0.0622,0.0104,0.375,1.75,0,0,1,0.5364
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20 00:00:00,organic,Pro,9,False,False,7,8358,100296,0,1,monthly,1,28,2316,3243.62,144,24,6,3.5,38.83,91.67,111,0,2024-04-05,support,0.0,True,False,True,too expensive,9,1,Retained,0,928.67,18.5,0.0622,0.0104,0.6667,3.1111,0,0,1,0.5364
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17 00:00:00,partner,Basic,42,False,False,10,8358,100296,1,0,monthly,1,27,4437,3280.49,252,45,9,1.78,44.56,82.56,196,0,2023-05-05,budget,0.0,False,False,False,too expensive,3,1,Retained,0,199.0,21.7778,0.0568,0.0101,3.0,9.0,0,0,1,0.6476
A-922109,Company_243,Cybersecurity,US,2024-01-26 00:00:00,ads,Pro,3,False,False,13,8159,97908,0,0,monthly,1,35,2457,3474.23,102,12,3,1.0,25.33,127.0,79,0,2024-08-03,support,0.0,True,True,False,too expensive,6,1,Retained,0,2719.67,26.3333,0.0415,0.0049,0.5,5.8333,0,1,1,0.6484
A-922109,Company_243,Cybersecurity,US,2024-01-26 00:00:00,ads,Pro,3,False,False,13,8159,97908,0,0,monthly,1,35,2457,3474.23,102,12,3,1.0,25.33,127.0,79,0,2024-12-17,support,0.0,False,False,False,,10,1,Retained,0,2719.67,26.3333,0.0415,0.0049,0.3,3.5,0,1,1,0.6484
A-e4144b,Company_316,EdTech,UK,2024-10-22 00:00:00,other,Pro,41,False,False,10,8159,97908,1,0,monthly,1,26,1317,3102.26,63,15,3,2.67,57.0,172.33,86,0,,,0.0,,,,,16,1,Retained,0,199.0,28.6667,0.0478,0.0114,0.1875,1.625,0,0,1,0.4418
A-94d3da,Company_61,HealthTech,US,2023-05-03 00:00:00,other,Basic,41,False,False,12,8159,97908,1,0,monthly,1,29,2784,3126.06,150,30,6,2.33,26.83,80.5,192,0,2024-04-12,competitor,0.0,False,False,False,switched to competitor,11,1,Retained,0,199.0,32.0,0.0539,0.0108,0.5455,2.6364,0,1,1,0.5583
A-8b0451,Company_245,FinTech,UK,2024-09-16 00:00:00,event,Enterprise,41,False,False,10,8159,97908,0,0,monthly,1,32,4242,2965.5,315,42,7,2.0,26.57,83.71,300,0,2024-12-29,budget,0.0,False,False,False,too expensive,3,1,Retained,0,199.0,42.8571,0.0743,0.0099,2.3333,10.6667,1,0,1,0.651
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18 00:00:00,event,Basic,41,True,False,11,8159,97908,0,0,monthly,1,32,619,2858.21,38,9,1,4.0,24.0,5.0,62,0,2024-10-09,unknown,23.97,True,False,False,switched to competitor,0,1,Retained,0,199.0,62.0,0.0614,0.0145,1.0,32.0,0,0,1,0.4371
A-2d4502,Company_45,FinTech,IN,2024-04-29 00:00:00,event,Basic,7,False,False,10,8159,97908,1,0,monthly,1,29,1395,2723.34,57,21,3,3.33,26.33,82.0,94,0,2024-05-07,pricing,0.0,True,False,False,,0,1,Retained,0,1165.57,31.3333,0.0409,0.0151,3.0,29.0,0,0,1,0.4309
A-c1dfe1,Company_53,DevTools,DE,2023-08-07 00:00:00,ads,Pro,26,False,False,8,8159,97908,1,1,monthly,1,24,1125,3274.03,90,12,3,1.33,50.33,93.67,78,0,2023-09-21,pricing,0.0,True,False,False,missing features,1,1,Retained,0,313.81,26.0,0.08,0.0107,3.0,24.0,0,0,1,0.4313
A-c1dfe1,Company_53,DevTools,DE,2023-08-07 00:00:00,ads,Pro,26,False,False,8,8159,97908,1,1,monthly,1,24,1125,3274.03,90,12,3,1.33,50.33,93.67,78,0,2024-06-06,features,0.0,False,False,False,missing features,9,1,Retained,0,313.81,26.0,0.08,0.0107,0.3333,2.6667,0,0,1,0.4313
A-91e948,Company_88,EdTech,AU,2023-01-29 00:00:00,partner,Basic,41,False,False,7,8159,97908,1,0,monthly,1,23,404,2881.5,16,0,0,0.0,0.0,0.0,0,0,,,0.0,,,,,37,0,Retained,0,199.0,0.0,0.0396,0.0,0.0,0.6216,0,0,0,0.3314
A-39b19f,Company_176,FinTech,US,2023-02-03 00:00:00,partner,Enterprise,1,False,False,11,8159,97908,1,1,monthly,1,30,3180,2455.65,222,30,6,2.83,47.83,87.5,165,55,2023-03-11,unknown,0.0,False,False,False,,1,1,Retained,0,8159.0,27.5,0.0698,0.0094,6.0,30.0,1,1,1,0.5068
A-2bc93d,Company_43,HealthTech,US,2023-03-14 00:00:00,event,Basic,14,False,False,13,7960,95520,1,0,monthly,1,33,1332,3219.93,62,10,2,4.5,12.0,78.0,67,0,2024-08-15,competitor,99.1,False,False,True,switched to competitor,17,1,Retained,0,568.57,33.5,0.0465,0.0075,0.1176,1.9412,0,1,1,0.5327
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22 00:00:00,partner,Enterprise,40,False,False,6,7960,95520,1,1,monthly,1,14,1068,2271.95,60,0,6,2.83,38.0,74.5,88,0,,,0.0,,,,,35,1,Retained,0,199.0,14.6667,0.0562,0.0,0.1714,0.4,1,0,1,0.1948
A-2bc93d,Company_43,HealthTech,US,2023-03-14 00:00:00,event,Basic,14,False,False,13,7960,95520,1,0,monthly,1,33,1332,3219.93,62,10,2,4.5,12.0,78.0,67,0,2023-08-10,pricing,0.0,False,False,False,missing features,4,1,Retained,0,568.57,33.5,0.0465,0.0075,0.5,8.25,0,1,1,0.5327
A-4e631b,Company_298,FinTech,US,2024-03-16 00:00:00,other,Enterprise,22,False,False,11,7960,95520,1,1,monthly,1,32,1004,3156.49,58,8,2,2.0,24.5,52.0,49,0,,,0.0,,,,,23,1,Retained,0,361.82,24.5,0.0578,0.008,0.087,1.3913,1,1,1,0.4958
A-39ddf4,Company_435,EdTech,US,2024-12-05 00:00:00,partner,Enterprise,40,False,False,9,7960,95520,0,0,monthly,1,27,2275,3035.96,180,30,5,3.4,23.0,76.2,184,0,2024-12-13,support,0.0,False,False,False,,0,1,Retained,0,199.0,36.8,0.0791,0.0132,5.0,27.0,1,1,1,0.4973
A-f51f16,Company_282,HealthTech,US,2023-12-25 00:00:00,partner,Enterprise,1,False,False,8,7761,93132,1,0,monthly,1,25,1536,3948.46,112,12,4,1.5,29.25,91.0,111,0,2024-07-07,features,0.0,False,False,False,switched to competitor,6,1,Retained,0,7761.0,27.75,0.0729,0.0078,0.6667,4.1667,1,1,1,0.5494
A-3a7284,Company_93,FinTech,US,2024-11-17 00:00:00,organic,Enterprise,31,False,False,12,7761,93132,1,1,monthly,1,33,1827,3192.7,90,27,3,2.33,56.33,104.33,180,0,2024-12-26,unknown,0.0,False,False,False,missing features,1,1,Retained,0,250.35,60.0,0.0493,0.0148,3.0,33.0,1,1,1,0.5567
A-5fe118,Company_374,Cybersecurity,US,2024-11-07 00:00:00,other,Enterprise,39,False,False,5,7761,93132,0,0,monthly,1,14,233,2852.48,12,5,1,4.0,19.0,26.0,21,0,2024-12-16,features,114.86,False,False,False,,1,1,Retained,0,199.0,21.0,0.0515,0.0215,1.0,14.0,1,1,1,0.2215
A-f51f16,Company_282,HealthTech,US,2023-12-25 00:00:00,partner,Enterprise,1,False,False,8,7761,93132,1,0,monthly,1,25,1536,3948.46,112,12,4,1.5,29.25,91.0,111,0,2024-12-07,competitor,0.0,True,True,False,too expensive,11,1,Retained,0,7761.0,27.75,0.0729,0.0078,0.3636,2.2727,1,1,1,0.5494
A-00cac8,Company_26,HealthTech,AU,2023-09-15 00:00:00,organic,Enterprise,8,True,False,9,7761,93132,0,1,monthly,1,30,1204,2954.59,62,14,2,0.0,33.0,120.5,116,0,,,0.0,,,,,29,0,Retained,0,970.12,58.0,0.0515,0.0116,0.069,1.0345,1,0,1,0.4601
A-756192,Company_390,FinTech,IN,2023-06-11 00:00:00,other,Basic,19,False,False,10,7761,93132,1,0,monthly,1,32,1851,2868.52,129,9,3,2.67,37.33,102.33,128,0,,,0.0,,,,,32,1,Retained,0,408.47,42.6667,0.0697,0.0049,0.0938,1.0,0,0,1,0.5066
A-ba6516,Company_154,FinTech,US,2023-10-29 00:00:00,ads,Pro,27,False,False,13,7562,90744,1,1,monthly,1,31,3852,3559.23,192,48,6,2.67,31.5,71.0,61,0,2024-03-17,budget,0.0,False,False,False,,4,1,Retained,0,280.07,10.1667,0.0498,0.0125,1.5,7.75,0,1,1,0.6932
A-6965e1,Company_379,DevTools,US,2024-11-25 00:00:00,organic,Basic,13,False,False,12,7562,90744,1,1,monthly,1,27,1881,3189.05,87,12,3,1.0,39.0,128.33,59,0,2024-12-09,features,0.0,False,False,False,,0,1,Retained,0,581.69,19.6667,0.0463,0.0064,3.0,27.0,0,1,1,0.4947
A-6965e1,Company_379,DevTools,US,2024-11-25 00:00:00,organic,Basic,13,False,False,12,7562,90744,1,1,monthly,1,27,1881,3189.05,87,12,3,1.0,39.0,128.33,59,0,2024-12-04,unknown,0.0,False,False,False,switched to competitor,0,1,Retained,0,581.69,19.6667,0.0463,0.0064,3.0,27.0,0,1,1,0.4947
A-c43359,Company_83,FinTech,US,2024-11-16 00:00:00,organic,Pro,38,False,False,8,7562,90744,1,1,monthly,1,28,1383,3128.74,96,15,3,1.33,26.67,107.33,141,0,2024-12-19,support,8.92,False,False,False,missing features,1,1,Retained,0,199.0,47.0,0.0694,0.0108,3.0,28.0,0,1,1,0.4703
A-6965e1,Company_379,DevTools,US,2024-11-25 00:00:00,organic,Basic,13,False,False,12,7562,90744,1,1,monthly,1,27,1881,3189.05,87,12,3,1.0,39.0,128.33,59,0,2024-12-02,budget,0.0,False,False,False,,0,1,Retained,0,581.69,19.6667,0.0463,0.0064,3.0,27.0,0,1,1,0.4947
A-a865bd,Company_297,Cybersecurity,US,2023-09-19 00:00:00,organic,Pro,38,False,False,5,7562,90744,0,0,monthly,1,19,460,2505.0,26,6,2,1.5,31.5,21.5,24,0,2023-11-26,unknown,0.0,False,False,False,missing features,2,1,Retained,0,199.0,12.0,0.0565,0.013,1.0,9.5,0,1,1,0.2442
A-a865bd,Company_297,Cybersecurity,US,2023-09-19 00:00:00,organic,Pro,38,False,False,5,7562,90744,0,0,monthly,1,19,460,2505.0,26,6,2,1.5,31.5,21.5,24,0,2024-03-18,unknown,0.0,False,False,False,,5,1,Retained,0,199.0,12.0,0.0565,0.013,0.4,3.8,0,1,1,0.2442
A-726cfa,Company_82,DevTools,US,2023-07-01 00:00:00,partner,Pro,11,False,False,19,7562,90744,1,0,monthly,1,40,2979,2877.41,135,45,3,2.67,35.67,128.33,196,0,2024-08-08,support,122.11,False,False,False,too expensive,13,1,Retained,0,687.45,65.3333,0.0453,0.0151,0.2308,3.0769,0,1,1,0.6561
A-c43359,Company_83,FinTech,US,2024-11-16 00:00:00,organic,Pro,38,False,False,8,7562,90744,1,1,monthly,1,28,1383,3128.74,96,15,3,1.33,26.67,107.33,141,0,2024-12-12,unknown,0.0,True,False,False,too expensive,0,1,Retained,0,199.0,47.0,0.0694,0.0108,3.0,28.0,0,1,1,0.4703
A-ad296b,Company_112,DevTools,AU,2024-07-15 00:00:00,event,Pro,38,False,False,6,7562,90744,0,0,monthly,1,24,882,3348.55,36,6,3,3.67,28.33,83.33,62,31,,,0.0,,,,,19,1,Retained,0,199.0,20.6667,0.0408,0.0068,0.1579,1.2632,0,0,1,0.4272
A-bd4708,Company_257,FinTech,US,2024-07-21 00:00:00,ads,Pro,37,True,False,13,7363,88356,1,0,monthly,1,33,2612,3154.64,120,28,4,1.75,24.0,90.75,128,0,,,0.0,,,,,19,1,Retained,0,199.0,32.0,0.0459,0.0107,0.2105,1.7368,0,1,1,0.5953
A-de24d5,Company_231,DevTools,US,2024-11-05 00:00:00,other,Enterprise,5,True,False,13,7363,88356,0,0,monthly,1,29,3759,2646.53,196,42,7,0.86,43.14,103.43,159,0,,,0.0,,,,,16,1,Retained,0,1472.6,22.7143,0.0521,0.0112,0.4375,1.8125,1,1,1,0.552
A-ce66f8,Company_17,EdTech,CA,2023-08-23 00:00:00,event,Pro,29,False,False,6,7363,88356,0,0,monthly,1,29,2964,2903.46,114,36,6,1.17,41.67,79.17,92,0,,,0.0,,,,,30,1,Retained,0,253.9,15.3333,0.0385,0.0121,0.2,0.9667,0,0,1,0.5403
A-9174e0,Company_73,Cybersecurity,US,2024-12-04 00:00:00,partner,Basic,37,False,False,15,7363,88356,1,0,monthly,1,34,1378,2987.51,122,12,2,2.5,39.0,167.0,69,0,,,0.0,,,,,15,1,Retained,0,199.0,34.5,0.0885,0.0087,0.1333,2.2667,0,1,1,0.5168
A-6da850,Company_293,FinTech,IN,2023-10-07 00:00:00,organic,Pro,5,False,False,16,7363,88356,1,1,monthly,1,30,3570,2662.43,270,40,5,0.8,49.0,76.4,140,0,2024-10-25,competitor,0.0,False,False,False,missing features,12,1,Retained,0,1472.6,28.0,0.0756,0.0112,0.4167,2.5,0,0,1,0.5543
A-6da850,Company_293,FinTech,IN,2023-10-07 00:00:00,organic,Pro,5,False,False,16,7363,88356,1,1,monthly,1,30,3570,2662.43,270,40,5,0.8,49.0,76.4,140,0,2024-09-07,budget,0.0,False,False,False,switched to competitor,11,1,Retained,0,1472.6,28.0,0.0756,0.0112,0.4545,2.7273,0,0,1,0.5543
A-6da850,Company_293,FinTech,IN,2023-10-07 00:00:00,organic,Pro,5,False,False,16,7363,88356,1,1,monthly,1,30,3570,2662.43,270,40,5,0.8,49.0,76.4,140,0,2024-01-15,pricing,0.0,False,False,False,too expensive,3,1,Retained,0,1472.6,28.0,0.0756,0.0112,1.6667,10.0,0,0,1,0.5543
A-94f8c9,Company_51,HealthTech,US,2024-03-29 00:00:00,other,Basic,13,False,False,16,7164,85968,1,1,monthly,1,33,2238,2650.96,189,21,3,3.33,47.33,87.67,154,0,2024-05-02,budget,0.0,False,False,False,,1,1,Retained,0,551.08,51.3333,0.0845,0.0094,3.0,33.0,0,1,1,0.5114
A-118d55,Company_65,Cybersecurity,US,2024-10-22 00:00:00,organic,Basic,8,False,False,12,7164,85968,1,1,monthly,1,29,2995,2802.38,165,25,5,2.6,24.2,56.8,60,0,2024-12-27,pricing,0.0,False,False,False,too expensive,2,1,Retained,0,895.5,12.0,0.0551,0.0083,2.5,14.5,0,1,1,0.5293
A-f97b9a,Company_159,FinTech,US,2023-07-09 00:00:00,event,Pro,16,False,False,11,7164,85968,1,0,monthly,1,29,3927,3093.59,231,42,7,1.57,31.71,69.86,168,0,,,0.0,,,,,32,1,Retained,0,447.75,24.0,0.0588,0.0107,0.2188,0.9062,0,1,1,0.6174
A-118d55,Company_65,Cybersecurity,US,2024-10-22 00:00:00,organic,Basic,8,False,False,12,7164,85968,1,1,monthly,1,29,2995,2802.38,165,25,5,2.6,24.2,56.8,60,0,2024-11-25,unknown,0.0,True,True,False,missing features,1,1,Retained,0,895.5,12.0,0.0551,0.0083,5.0,29.0,0,1,1,0.5293
A-297a2d,Company_448,HealthTech,UK,2023-05-05 00:00:00,event,Pro,27,False,False,5,7164,85968,1,0,monthly,1,23,488,2816.48,44,12,2,1.5,32.5,84.5,50,0,,,0.0,,,,,34,1,Retained,0,265.33,25.0,0.0902,0.0246,0.0588,0.6765,0,0,1,0.3278
A-1b9609,Company_5,EdTech,IN,2023-10-12 00:00:00,ads,Enterprise,4,False,False,11,6965,83580,0,0,monthly,1,28,1828,2990.23,84,24,4,0.75,43.0,74.75,141,0,2024-02-02,pricing,0.0,True,False,False,too expensive,3,1,Retained,0,1741.25,35.25,0.046,0.0131,1.3333,9.3333,1,0,1,0.4776
A-157070,Company_85,FinTech,US,2023-11-09 00:00:00,ads,Pro,16,False,False,16,6965,83580,1,1,monthly,1,37,2088,2632.79,78,21,3,1.0,42.33,118.0,71,71,2024-01-06,features,0.0,False,False,False,too expensive,1,1,Retained,0,435.31,23.6667,0.0374,0.0101,3.0,37.0,0,1,1,0.5439
A-6f8ad2,Company_57,EdTech,IN,2024-07-09 00:00:00,organic,Basic,1,False,False,17,6965,83580,1,1,monthly,1,38,3696,2971.47,236,52,4,3.25,35.25,37.25,176,0,,,0.0,,,,,20,1,Retained,0,6965.0,44.0,0.0639,0.0141,0.2,1.9,0,0,1,0.6861
A-1b9609,Company_5,EdTech,IN,2023-10-12 00:00:00,ads,Enterprise,4,False,False,11,6965,83580,0,0,monthly,1,28,1828,2990.23,84,24,4,0.75,43.0,74.75,141,0,2024-01-02,unknown,0.0,False,False,False,switched to competitor,2,1,Retained,0,1741.25,35.25,0.046,0.0131,2.0,14.0,1,0,1,0.4776
A-2922b6,Company_70,HealthTech,US,2024-11-14 00:00:00,organic,Basic,15,False,False,6,6965,83580,1,0,monthly,1,27,786,3168.57,26,4,2,2.0,15.5,103.0,74,0,2024-12-25,competitor,0.0,False,False,False,missing features,1,1,Retained,0,464.33,37.0,0.0331,0.0051,2.0,27.0,0,1,1,0.4315
A-157070,Company_85,FinTech,US,2023-11-09 00:00:00,ads,Pro,16,False,False,16,6965,83580,1,1,monthly,1,37,2088,2632.79,78,21,3,1.0,42.33,118.0,71,71,2024-12-27,features,0.0,False,False,False,too expensive,13,1,Retained,0,435.31,23.6667,0.0374,0.0101,0.2308,2.8462,0,1,1,0.5439
A-068fc6,Company_465,EdTech,US,2023-07-17 00:00:00,event,Enterprise,35,False,False,10,6965,83580,1,0,monthly,1,32,2990,3204.02,145,25,5,2.6,38.8,121.4,236,0,,,0.0,,,,,31,1,Retained,0,199.0,47.2,0.0485,0.0084,0.1613,1.0323,1,1,1,0.6117
A-1b9609,Company_5,EdTech,IN,2023-10-12 00:00:00,ads,Enterprise,4,False,False,11,6965,83580,0,0,monthly,1,28,1828,2990.23,84,24,4,0.75,43.0,74.75,141,0,2024-11-16,unknown,0.0,False,False,False,,13,1,Retained,0,1741.25,35.25,0.046,0.0131,0.3077,2.1538,1,0,1,0.4776
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07 00:00:00,organic,Enterprise,25,False,False,11,6965,83580,0,1,monthly,1,35,2856,3256.55,220,32,4,2.0,57.5,39.0,67,67,,,0.0,,,,,20,1,Retained,0,278.6,16.75,0.077,0.0112,0.2,1.75,1,0,1,0.6431
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12 00:00:00,organic,Pro,2,False,False,8,6965,83580,1,0,monthly,1,18,1932,4138.67,105,35,7,1.71,33.29,74.71,75,0,2024-09-08,unknown,0.0,False,False,False,too expensive,1,1,Retained,0,3482.5,10.7143,0.0543,0.0181,7.0,18.0,0,1,1,0.5199
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12 00:00:00,organic,Pro,2,False,False,8,6965,83580,1,0,monthly,1,18,1932,4138.67,105,35,7,1.71,33.29,74.71,75,0,2024-09-12,unknown,0.0,False,True,True,too expensive,2,1,Retained,0,3482.5,10.7143,0.0543,0.0181,3.5,9.0,0,1,1,0.5199
A-bc4d48,Company_343,EdTech,US,2024-06-12 00:00:00,ads,Pro,35,True,False,7,6965,83580,1,0,monthly,1,24,1926,2793.47,54,6,6,3.5,41.17,65.83,128,32,,,0.0,,,,,20,1,Retained,0,199.0,21.3333,0.028,0.0031,0.3,1.2,0,1,1,0.4153
A-f92792,Company_67,FinTech,US,2024-07-04 00:00:00,ads,Pro,1,False,False,14,6965,83580,1,1,monthly,1,32,1056,2813.66,62,12,2,2.0,45.0,82.0,0,0,2024-11-03,features,0.0,False,False,True,,3,1,Retained,0,6965.0,0.0,0.0587,0.0114,0.6667,10.6667,0,1,1,0.4557
A-e98302,Company_286,EdTech,US,2023-12-26 00:00:00,ads,Enterprise,16,True,False,6,6766,81192,0,0,annual,1,21,2457,2958.37,162,27,9,3.22,44.44,99.44,150,0,,,0.0,,,,,26,1,Retained,0,422.88,16.6667,0.0659,0.011,0.3462,0.8077,1,1,1,0.4331
A-337bc1,Company_424,Cybersecurity,US,2023-07-19 00:00:00,organic,Pro,30,True,False,7,6766,81192,1,1,monthly,1,27,1700,3281.74,136,16,4,3.0,32.5,62.75,86,43,2023-12-16,unknown,0.0,False,False,False,missing features,4,1,Retained,0,225.53,21.5,0.08,0.0094,1.0,6.75,0,1,1,0.4963
A-149a69,Company_302,DevTools,US,2024-10-17 00:00:00,event,Basic,34,False,False,3,6766,81192,0,0,monthly,1,18,1664,3327.44,72,8,8,2.62,33.88,120.88,90,0,2024-12-04,pricing,0.0,True,False,False,,1,1,Retained,0,199.0,11.25,0.0433,0.0048,8.0,18.0,0,1,1,0.4033
A-337bc1,Company_424,Cybersecurity,US,2023-07-19 00:00:00,organic,Pro,30,True,False,7,6766,81192,1,1,monthly,1,27,1700,3281.74,136,16,4,3.0,32.5,62.75,86,43,2023-10-21,support,0.0,False,False,False,too expensive,3,1,Retained,0,225.53,21.5,0.08,0.0094,1.3333,9.0,0,1,1,0.4963
A-0354fe,Company_380,Cybersecurity,US,2024-10-22 00:00:00,other,Basic,34,False,False,7,6766,81192,1,0,monthly,1,28,1852,3387.44,120,12,4,2.0,20.0,69.25,90,0,2024-11-26,support,0.0,False,True,False,switched to competitor,1,1,Retained,0,199.0,22.5,0.0648,0.0065,4.0,28.0,0,1,1,0.5287
A-ef84cf,Company_274,EdTech,US,2024-03-01 00:00:00,partner,Enterprise,8,False,False,5,6766,81192,0,1,monthly,1,21,1545,3586.43,55,15,5,2.6,34.8,79.4,56,28,2024-08-14,unknown,18.81,False,False,True,switched to competitor,5,1,Retained,0,845.75,11.2,0.0356,0.0097,1.0,4.2,1,1,1,0.4614
A-ef84cf,Company_274,EdTech,US,2024-03-01 00:00:00,partner,Enterprise,8,False,False,5,6766,81192,0,1,monthly,1,21,1545,3586.43,55,15,5,2.6,34.8,79.4,56,28,2024-09-28,pricing,0.0,True,False,True,too expensive,6,1,Retained,0,845.75,11.2,0.0356,0.0097,0.8333,3.5,1,1,1,0.4614
A-ef84cf,Company_274,EdTech,US,2024-03-01 00:00:00,partner,Enterprise,8,False,False,5,6766,81192,0,1,monthly,1,21,1545,3586.43,55,15,5,2.6,34.8,79.4,56,28,2024-11-20,support,0.0,False,False,False,too expensive,8,1,Retained,0,845.75,11.2,0.0356,0.0097,0.625,2.625,1,1,1,0.4614
