user_id,signup_date,user_type,age_group,country,verification_status,account_balance,total_lifetime_transactions,total_lifetime_value,last_active_date
USER_021210,2024-10-10,Consumer,45-54,USA,Unverified,32.8,7,790.26,2024-07-03 11:09:00
USER_021211,2024-07-31,Consumer,25-34,France,Verified,274.71,8,259.64,2024-10-26 09:04:29
USER_021212,2024-01-26,Consumer,25-34,France,Verified,72.27,9,1585.91,2024-10-14 23:21:18
USER_021213,2024-02-07,Consumer,25-34,Canada,Unverified,517.31,7,480.36,2024-08-14 23:59:50
USER_021214,2024-08-20,Business,35-44,Brazil,Verified,12.67,17,1700.06,2024-10-15 13:10:46
USER_021215,2024-01-26,Consumer,25-34,UK,Verified,2.23,10,1077.8,2024-09-10 07:41:13
USER_021216,2024-09-05,Consumer,25-34,France,Verified,19.71,14,3284.36,2024-10-07 09:15:00
USER_021217,2024-05-29,Consumer,45-54,France,Verified,33.83,5,1178.68,2024-09-04 12:28:28
USER_021218,2024-01-19,Premium,35-44,UK,Verified,63.06,9,804.61,2024-10-09 09:56:58
USER_021219,2024-04-25,Business,55+,India,Verified,16.18,8,380.68,2024-09-20 10:21:34
USER_021220,2024-03-18,Business,25-34,Canada,Unverified,44.64,7,905.51,2024-09-30 09:00:27
USER_021221,2024-06-29,Consumer,25-34,Germany,Unverified,246.73,12,2156.33,2024-10-26 20:49:37
USER_021222,2024-02-23,Business,35-44,USA,Unverified,113.36,11,1226.48,2024-10-08 12:18:26
USER_021223,2024-05-08,Business,25-34,France,Verified,101.64,12,832.18,2024-10-01 14:27:51
USER_021224,2024-06-30,Consumer,25-34,Germany,Pending,0.57,9,525.63,2024-09-28 11:31:46
USER_021225,2024-04-01,Consumer,25-34,Brazil,Verified,25.58,16,1980.33,2024-09-18 23:08:27
USER_021226,2024-06-11,Premium,45-54,USA,Unverified,883.52,9,1780.88,2024-08-26 23:56:49
USER_021227,2024-02-26,Consumer,25-34,USA,Verified,99.87,4,723.73,2024-07-10 17:36:23
USER_021228,2024-09-09,Consumer,35-44,UK,Verified,15.87,8,637.87,2024-09-22 16:39:09
USER_021229,2024-02-22,Consumer,25-34,USA,Verified,22.97,9,900.17,2024-09-21 14:10:07
USER_021230,2024-03-29,Consumer,25-34,USA,Verified,154.55,6,616.89,2024-08-19 17:07:35
USER_021231,2024-03-30,Consumer,25-34,USA,Verified,21.72,11,4382.64,2024-10-12 16:46:35
USER_021232,2024-03-13,Consumer,25-34,France,Unverified,319.45,11,1098.43,2024-09-14 18:31:20
USER_021233,2024-09-09,Consumer,18-24,France,Verified,19.28,11,4134.73,2024-10-06 13:42:53
USER_021234,2024-07-17,Business,45-54,Brazil,Verified,52.96,11,1695.05,2024-10-11 19:48:42
USER_021235,2024-05-10,Consumer,45-54,USA,Unverified,459.28,7,877.51,2024-08-16 10:18:00
USER_021236,2024-05-07,Consumer,35-44,UK,Verified,194.46,12,1319.88,2024-10-11 11:23:48
USER_021237,2024-04-22,Consumer,25-34,USA,Verified,277.22,11,1068.47,2024-10-08 15:54:03
USER_021238,2024-10-12,Consumer,25-34,USA,Verified,82.86,6,681.84,2024-08-12 13:29:38
USER_021239,2024-08-20,Consumer,35-44,USA,Verified,39.79,12,1556.26,2024-10-21 08:47:32
USER_021240,2024-04-03,Consumer,25-34,USA,Verified,178.25,7,477.68,2024-10-08 20:20:27
USER_021241,2024-03-24,Business,35-44,USA,Verified,748.88,8,357.33,2024-10-21 08:13:28
USER_021242,2024-01-11,Consumer,45-54,Canada,Verified,45.72,3,239.18,2024-10-02 15:43:47
USER_021243,2024-07-03,Consumer,25-34,Germany,Verified,28.97,6,1053.19,2024-09-14 22:07:06
USER_021244,2024-05-28,Consumer,35-44,Canada,Verified,49.22,10,655.35,2024-09-27 21:48:37
USER_021245,2024-03-17,Consumer,45-54,USA,Verified,12.34,6,548.22,2024-10-10 10:03:12
USER_021246,2024-03-14,Business,25-34,Canada,Unverified,11.21,9,521.16,2024-10-25 18:01:10
USER_021247,2024-02-27,Business,35-44,UK,Verified,28.04,13,1247.13,2024-10-16 12:29:09
USER_021248,2024-07-11,Consumer,35-44,Australia,Unverified,86.7,9,3002.91,2024-08-01 12:24:57
USER_021249,2024-03-31,Consumer,45-54,Brazil,Verified,17.47,12,741.9,2024-10-14 09:41:49
USER_021250,2024-07-11,Consumer,45-54,Germany,Unverified,19.1,9,622.62,2024-09-30 21:04:45
USER_021251,2024-06-13,Business,35-44,France,Verified,47.04,7,1192.16,2024-09-04 06:00:46
USER_021252,2024-05-13,Consumer,35-44,UK,Verified,208.92,10,1530.09,2024-09-30 08:52:16
USER_021253,2024-07-14,Consumer,25-34,Canada,Verified,472.45,7,686.01,2024-08-06 17:15:06
USER_021254,2024-04-08,Consumer,35-44,Canada,Verified,14.03,12,592.94,2024-10-22 10:12:12
USER_021255,2024-04-09,Consumer,25-34,UAE,Verified,485.64,10,645.66,2024-10-15 02:17:33
USER_021256,2024-01-01,Consumer,25-34,France,Verified,26.42,12,2213.16,2024-10-22 20:18:39
USER_021257,2024-10-03,Consumer,35-44,USA,Verified,869.46,17,4000.93,2024-10-14 10:43:32
USER_021258,2024-04-10,Consumer,35-44,India,Verified,255.64,12,1088.59,2024-10-18 22:41:15
USER_021259,2024-04-13,Consumer,25-34,Canada,Verified,32.78,8,656.43,2024-09-02 22:33:45
USER_021260,2024-05-28,Premium,18-24,USA,Unverified,16.04,10,1604.36,2024-09-06 14:08:00
USER_021261,2024-05-30,Consumer,25-34,India,Verified,16.1,8,337.14,2024-10-10 10:55:04
USER_021262,2024-06-03,Consumer,25-34,Canada,Unverified,12.88,11,1408.25,2024-10-02 16:05:40
USER_021263,2024-08-14,Business,25-34,USA,Unverified,878.08,5,449.26,2024-09-30 12:20:36
USER_021264,2024-01-10,Business,25-34,UK,Unverified,44.74,6,419.22,2024-08-27 09:52:04
USER_021265,2024-06-05,Consumer,35-44,UK,Verified,6.73,12,5443.93,2024-10-25 13:15:58
USER_021266,2024-09-14,Consumer,25-34,USA,Verified,5.9,6,600.53,2024-10-23 01:21:36
USER_021267,2024-09-22,Consumer,25-34,USA,Verified,70.19,7,1555.57,2024-10-22 06:32:19
USER_021268,2024-09-12,Consumer,45-54,USA,Unverified,26.37,10,2212.54,2024-09-22 14:11:36
USER_021269,2024-09-17,Premium,35-44,France,Pending,408.18,11,6362.93,2024-09-25 19:45:21
USER_021270,2024-10-24,Consumer,25-34,USA,Verified,32.33,9,1271.95,2024-10-25 20:42:30
USER_021271,2024-06-18,Consumer,25-34,USA,Verified,39.32,15,1987.3,2024-10-22 23:36:29
USER_021272,2024-01-07,Consumer,45-54,USA,Verified,52.15,5,266.62,2024-08-19 13:02:21
USER_021273,2024-05-18,Consumer,18-24,UK,Unverified,156.12,7,366.9,2024-08-19 06:26:22
USER_021274,2024-08-25,Consumer,35-44,Australia,Verified,81.8,5,1291.86,2024-09-28 11:10:05
USER_021275,2024-01-11,Consumer,18-24,USA,Verified,189.7,11,2703.69,2024-09-24 01:45:24
USER_021276,2024-03-26,Consumer,18-24,India,Unverified,590.12,10,1186.97,2024-10-23 06:11:31
USER_021277,2024-01-06,Consumer,45-54,India,Verified,23.05,3,626.16,2024-10-17 10:51:11
USER_021278,2024-07-10,Consumer,25-34,UK,Verified,44.92,7,473.7,2024-10-21 10:49:15
USER_021279,2024-07-12,Consumer,25-34,India,Verified,95.44,6,557.74,2024-08-26 15:40:44
USER_021280,2024-09-16,Consumer,35-44,USA,Verified,248.89,14,1845.33,2024-10-14 14:22:51
USER_021281,2024-06-27,Consumer,55+,USA,Verified,281.47,12,677.05,2024-10-22 18:04:08
USER_021282,2024-02-06,Consumer,18-24,India,Verified,349.64,8,547.52,2024-08-15 13:27:12
USER_021283,2024-06-09,Consumer,18-24,Germany,Unverified,12.07,7,851.15,2024-10-24 11:55:42
USER_021284,2024-04-07,Business,45-54,USA,Verified,81.14,7,1672.42,2024-08-28 17:51:45
USER_021285,2024-08-17,Consumer,35-44,USA,Verified,1.49,17,3784.97,2024-10-22 09:39:28
USER_021286,2024-09-11,Business,45-54,France,Pending,57.51,11,1730.18,2024-10-26 11:40:39
USER_021287,2024-05-11,Consumer,35-44,USA,Unverified,289.34,14,568.02,2024-09-24 20:54:35
USER_021288,2024-04-03,Consumer,25-34,USA,Verified,4.89,12,1733.76,2024-09-26 08:48:20
USER_021289,2024-07-22,Consumer,18-24,USA,Unverified,127.74,13,3756.57,2024-09-25 11:47:07
USER_021290,2024-08-06,Consumer,25-34,UK,Verified,34.29,8,1534.2,2024-10-23 15:35:14
USER_021291,2024-04-17,Premium,35-44,USA,Verified,111.89,9,978.12,2024-10-01 17:03:22
USER_021292,2024-03-22,Consumer,25-34,USA,Verified,59.88,3,303.41,2024-09-11 13:29:26
USER_021293,2024-06-11,Consumer,35-44,USA,Unverified,65.39,11,1533.75,2024-10-02 18:43:50
USER_021294,2024-07-31,Consumer,25-34,Canada,Verified,30.17,10,720.99,2024-10-24 14:20:46
USER_021295,2024-04-29,Business,25-34,Australia,Verified,87.91,14,1988.14,2024-10-20 12:18:57
USER_021296,2024-05-17,Consumer,18-24,Australia,Verified,129.5,11,1286.23,2024-08-07 20:55:12
USER_021297,2024-04-04,Consumer,25-34,USA,Verified,41.16,11,1104.98,2024-10-09 10:22:25
USER_021298,2024-08-19,Consumer,35-44,UK,Verified,6.08,7,1944.6,2024-10-15 13:19:26
USER_021299,2024-09-11,Consumer,35-44,India,Verified,117.78,10,595.08,2024-10-15 09:42:58
USER_021300,2024-08-30,Consumer,25-34,USA,Verified,924.9,9,1482.16,2024-10-16 19:47:09
USER_021301,2024-06-12,Consumer,25-34,UK,Verified,35.47,9,433.36,2024-10-16 23:55:46
USER_021302,2024-03-28,Business,25-34,Canada,Verified,25.84,9,1275.35,2024-10-23 15:24:12
USER_021303,2024-03-22,Business,35-44,India,Verified,163.59,7,665.77,2024-08-28 12:04:51
USER_021304,2024-07-02,Business,35-44,UK,Unverified,14.63,9,598.81,2024-09-23 20:29:35
USER_021305,2024-10-17,Consumer,25-34,USA,Unverified,42.51,8,762.58,2024-09-09 18:28:28
USER_021306,2024-03-19,Business,25-34,France,Verified,30.62,8,875.24,2024-10-09 15:19:18
USER_021307,2024-01-09,Consumer,35-44,Canada,Unverified,51.97,12,1230.89,2024-10-25 12:05:31
USER_021308,2024-08-02,Consumer,35-44,UK,Verified,27.8,8,7494.31,2024-08-09 19:28:16
USER_021309,2024-02-11,Business,35-44,USA,Verified,68.37,10,686.42,2024-10-23 11:02:21
USER_021310,2024-07-23,Business,25-34,USA,Verified,118.07,9,1090.46,2024-10-02 18:31:05
USER_021311,2024-06-27,Consumer,35-44,Brazil,Unverified,106.23,6,505.27,2024-08-26 12:07:22
USER_021312,2024-10-04,Business,25-34,India,Verified,162.96,10,891.23,2024-08-16 10:24:18
USER_021313,2024-02-12,Premium,25-34,Brazil,Verified,256.0,11,733.68,2024-10-08 10:12:24
USER_021314,2024-03-13,Consumer,18-24,Singapore,Verified,325.36,12,2658.42,2024-10-10 21:33:52
USER_021315,2024-03-09,Consumer,45-54,USA,Pending,40.87,7,952.15,2024-10-14 19:09:49
USER_021316,2024-01-15,Business,35-44,USA,Verified,8.4,11,520.73,2024-09-23 13:42:28
USER_021317,2024-07-07,Consumer,25-34,UK,Verified,40.26,10,803.79,2024-10-11 19:09:28
USER_021318,2024-10-20,Consumer,45-54,UK,Verified,23.86,4,3337.97,2024-09-04 02:17:21
USER_021319,2024-03-21,Business,35-44,Singapore,Verified,11.65,11,526.69,2024-10-18 21:14:37
USER_021320,2024-03-18,Consumer,25-34,USA,Verified,244.36,8,1014.43,2024-09-07 21:13:23
USER_021321,2024-05-26,Consumer,55+,USA,Verified,86.32,4,485.4,2024-08-26 16:33:00
USER_021322,2024-02-29,Consumer,25-34,UK,Pending,11.92,13,1381.93,2024-10-26 20:32:19
USER_021323,2024-02-06,Consumer,18-24,Canada,Verified,976.32,8,742.2,2024-09-14 09:59:27
USER_021324,2024-06-14,Premium,35-44,UK,Verified,298.77,8,2152.92,2024-07-26 11:49:43
USER_021325,2024-07-29,Consumer,35-44,Australia,Verified,134.93,6,913.53,2024-10-16 18:25:29
USER_021326,2024-04-21,Consumer,18-24,UK,Verified,78.17,11,578.0,2024-10-12 21:57:48
USER_021327,2024-01-22,Premium,45-54,USA,Unverified,50.7,3,345.57,2024-07-02 10:55:05
USER_021328,2024-03-18,Business,35-44,UK,Verified,81.2,18,3194.65,2024-08-28 19:14:00
USER_021329,2024-06-11,Consumer,45-54,Brazil,Verified,31.95,9,5529.53,2024-10-08 06:56:01
USER_021330,2024-06-10,Business,18-24,India,Verified,11.96,8,3619.3,2024-09-24 09:48:31
USER_021331,2024-10-24,Consumer,35-44,Germany,Verified,17.37,8,1370.42,2024-09-16 10:55:20
USER_021332,2024-07-24,Consumer,25-34,Germany,Unverified,8.45,8,2243.11,2024-10-22 13:53:14
USER_021333,2024-04-29,Consumer,25-34,Germany,Unverified,73.99,9,597.24,2024-09-08 05:53:28
USER_021334,2024-08-11,Consumer,25-34,USA,Verified,131.79,4,514.3,2024-09-04 19:48:17
USER_021335,2024-05-05,Consumer,25-34,Germany,Unverified,7.04,12,1442.46,2024-10-07 12:22:15
USER_021336,2024-08-25,Consumer,18-24,Germany,Unverified,85.73,7,1842.15,2024-10-21 11:46:24
USER_021337,2024-03-19,Consumer,25-34,Canada,Verified,301.91,15,4182.14,2024-10-14 09:57:14
USER_021338,2024-07-28,Consumer,18-24,Australia,Verified,288.16,15,1525.11,2024-10-21 16:42:21
USER_021339,2024-03-29,Consumer,25-34,USA,Unverified,1221.52,6,2906.58,2024-10-15 18:37:36
USER_021340,2024-05-31,Consumer,25-34,UK,Verified,13.4,11,524.19,2024-10-09 19:26:33
USER_021341,2024-04-02,Consumer,35-44,USA,Verified,32.71,8,391.44,2024-10-18 13:16:46
USER_021342,2024-01-22,Consumer,25-34,Australia,Verified,30.78,14,1627.94,2024-07-30 12:35:24
USER_021343,2024-08-08,Consumer,25-34,USA,Pending,78.92,8,3477.77,2024-09-07 18:15:09
USER_021344,2024-07-12,Consumer,18-24,UK,Verified,105.42,8,954.42,2024-10-11 09:50:46
USER_021345,2024-02-08,Consumer,35-44,USA,Verified,3.36,6,534.66,2024-07-05 21:23:42
USER_021346,2024-06-20,Consumer,35-44,Brazil,Verified,181.79,7,949.46,2024-08-26 21:54:01
USER_021347,2024-05-12,Business,18-24,USA,Verified,61.74,11,1219.01,2024-09-24 19:34:28
USER_021348,2024-09-20,Premium,55+,USA,Verified,181.95,14,2920.65,2024-09-08 23:24:33
USER_021349,2024-01-14,Business,35-44,USA,Verified,243.89,13,2337.09,2024-09-24 20:25:29
USER_021350,2024-10-09,Consumer,25-34,USA,Verified,6.09,7,1817.72,2024-10-26 10:22:08
USER_021351,2024-06-22,Consumer,45-54,USA,Verified,77.26,11,1580.08,2024-10-14 12:19:55
USER_021352,2024-02-19,Consumer,45-54,Australia,Verified,3.61,4,269.79,2024-05-12 05:21:40
USER_021353,2024-04-09,Business,35-44,Germany,Unverified,427.23,5,517.59,2024-10-09 14:14:56
USER_021354,2024-04-14,Consumer,45-54,Australia,Verified,220.16,8,1169.05,2024-10-15 10:19:44
USER_021355,2024-02-24,Consumer,18-24,Canada,Verified,17.18,11,1773.76,2024-09-30 14:56:37
USER_021356,2024-04-24,Consumer,45-54,UK,Verified,38.94,9,687.2,2024-10-16 04:49:31
USER_021357,2024-10-02,Consumer,18-24,UK,Verified,22.19,9,1277.28,2024-09-12 14:05:55
USER_021358,2024-01-21,Consumer,35-44,India,Verified,285.32,12,756.81,2024-10-15 15:21:53
USER_021359,2024-01-23,Consumer,25-34,USA,Verified,17.08,9,3486.49,2024-10-09 20:58:34
USER_021360,2024-05-19,Business,18-24,Canada,Unverified,7.76,8,1298.48,2024-10-16 11:22:37
USER_021361,2024-10-20,Consumer,45-54,UK,Pending,7.16,13,1233.53,2024-10-17 01:57:48
USER_021362,2024-09-30,Consumer,18-24,USA,Pending,29.74,6,401.85,2024-10-22 10:55:57
USER_021363,2024-04-24,Consumer,45-54,France,Verified,11.79,6,258.82,2024-08-30 11:57:02
USER_021364,2024-03-21,Consumer,25-34,USA,Verified,21.89,11,941.7,2024-10-11 09:05:49
USER_021365,2024-02-02,Consumer,35-44,UK,Verified,693.99,9,836.25,2024-09-26 19:41:07
USER_021366,2024-02-12,Consumer,25-34,USA,Verified,5.74,9,1117.2,2024-10-24 12:41:08
USER_021367,2024-03-31,Consumer,35-44,Germany,Verified,84.51,13,1534.51,2024-10-15 23:54:07
USER_021368,2024-03-18,Business,35-44,USA,Verified,256.1,8,640.18,2024-10-21 14:45:42
USER_021369,2024-02-18,Consumer,35-44,Germany,Verified,16.69,6,423.09,2024-06-03 18:23:38
USER_021370,2024-03-29,Consumer,25-34,UK,Verified,109.12,9,810.34,2024-10-09 10:44:44
USER_021371,2024-02-09,Consumer,25-34,France,Unverified,28.99,10,1644.58,2024-10-21 13:52:43
USER_021372,2024-07-09,Business,18-24,India,Verified,163.61,14,1496.04,2024-10-05 13:27:49
USER_021373,2024-05-31,Consumer,45-54,Canada,Verified,9.39,10,703.93,2024-09-26 09:23:22
USER_021374,2024-09-18,Consumer,35-44,India,Unverified,69.86,7,204.54,2024-10-21 06:26:34
USER_021375,2024-02-27,Consumer,25-34,USA,Verified,6.33,10,802.63,2024-10-14 16:28:12
USER_021376,2024-07-09,Consumer,25-34,USA,Verified,184.91,12,1459.81,2024-09-15 09:59:48
USER_021377,2024-10-02,Consumer,25-34,India,Verified,27.38,8,1238.41,2024-09-25 17:57:47
USER_021378,2024-03-19,Consumer,35-44,USA,Unverified,4699.76,15,907.92,2024-10-14 12:51:48
USER_021379,2024-08-10,Consumer,18-24,USA,Verified,8.41,11,2978.59,2024-10-04 21:17:22
USER_021380,2024-10-05,Business,25-34,USA,Verified,28.35,7,394.79,2024-08-08 19:53:50
USER_021381,2024-08-01,Consumer,25-34,USA,Unverified,100.06,10,1414.56,2024-10-23 19:14:43
USER_021382,2024-10-01,Business,35-44,Brazil,Verified,42.1,9,1614.43,2024-10-15 18:37:20
USER_021383,2024-09-12,Consumer,35-44,India,Verified,8.07,6,368.45,2024-08-10 18:46:04
USER_021384,2024-07-24,Consumer,25-34,USA,Verified,33.56,9,1224.76,2024-10-26 21:37:18
USER_021385,2024-06-01,Consumer,18-24,France,Unverified,16.74,10,399.67,2024-10-14 13:37:28
USER_021386,2024-01-05,Consumer,18-24,Australia,Unverified,55.79,14,575.33,2024-09-23 09:22:14
USER_021387,2024-02-23,Business,18-24,USA,Unverified,657.71,8,277.38,2024-09-06 13:10:53
USER_021388,2024-10-25,Consumer,35-44,USA,Unverified,14.18,10,402.07,2024-10-25 14:56:10
USER_021389,2024-02-26,Consumer,18-24,UK,Unverified,772.56,16,1586.55,2024-10-05 19:26:54
USER_021390,2024-09-28,Consumer,25-34,Germany,Verified,46.41,11,882.32,2024-09-21 08:46:34
USER_021391,2024-06-16,Consumer,35-44,UK,Verified,13.09,6,1158.35,2024-10-23 12:41:43
USER_021392,2024-05-14,Consumer,45-54,Australia,Verified,89.19,9,1170.71,2024-10-23 11:09:20
USER_021393,2024-10-11,Business,25-34,UAE,Verified,104.67,13,1402.05,2024-09-04 08:47:27
USER_021394,2024-10-02,Business,18-24,India,Unverified,243.07,8,956.01,2024-10-07 10:51:09
USER_021395,2024-01-30,Business,18-24,India,Pending,938.66,13,1157.23,2024-10-25 14:20:13
USER_021396,2024-07-18,Consumer,25-34,USA,Verified,55.43,11,926.61,2024-09-22 14:40:02
USER_021397,2024-06-07,Consumer,35-44,Brazil,Verified,122.27,10,1996.53,2024-10-18 18:40:36
USER_021398,2024-06-05,Consumer,35-44,UAE,Verified,99.68,9,1296.85,2024-10-12 15:59:28
USER_021399,2024-03-09,Business,25-34,Canada,Verified,2.9,10,1211.9,2024-09-02 12:14:25
USER_021400,2024-01-01,Consumer,18-24,Australia,Unverified,71.75,7,942.01,2024-08-01 14:22:21
USER_021401,2024-01-22,Consumer,25-34,Canada,Verified,855.16,5,841.55,2024-10-12 12:27:49
USER_021402,2024-07-17,Consumer,18-24,UAE,Unverified,101.33,13,4142.94,2024-10-08 11:43:08
USER_021403,2024-03-31,Consumer,45-54,Germany,Verified,2.43,16,2775.62,2024-10-20 14:42:32
USER_021404,2024-10-18,Consumer,18-24,UK,Verified,180.14,15,2766.29,2024-09-18 20:19:12
USER_021405,2024-09-14,Consumer,35-44,USA,Unverified,1772.29,9,1077.61,2024-08-21 20:38:14
USER_021406,2024-09-11,Premium,18-24,India,Unverified,14.83,5,429.34,2024-09-03 15:36:45
USER_021407,2024-08-14,Business,45-54,USA,Verified,50.34,11,883.71,2024-10-26 20:42:14
USER_021408,2024-09-25,Consumer,35-44,Germany,Verified,19.6,12,762.36,2024-10-10 07:47:42
USER_021409,2024-09-02,Business,25-34,USA,Verified,3.38,5,364.42,2024-09-27 10:19:12
USER_021410,2024-05-05,Consumer,25-34,France,Verified,12.62,9,667.73,2024-08-15 19:42:19
USER_021411,2024-06-09,Business,35-44,USA,Unverified,119.58,4,500.51,2024-05-22 10:07:59
USER_021412,2024-09-23,Consumer,18-24,USA,Verified,403.95,17,3645.65,2024-10-14 10:12:24
USER_021413,2024-06-16,Consumer,45-54,France,Verified,37.41,5,146.33,2024-07-10 19:24:00
USER_021414,2024-07-17,Consumer,25-34,Canada,Unverified,2.15,13,2087.88,2024-10-05 13:43:46
USER_021415,2024-07-24,Consumer,35-44,Canada,Verified,38.96,9,962.84,2024-09-25 17:12:35
USER_021416,2024-05-24,Consumer,25-34,USA,Verified,26.3,7,1298.33,2024-10-13 20:48:01
USER_021417,2024-07-23,Consumer,25-34,India,Verified,356.96,11,1285.96,2024-10-24 10:29:44
USER_021418,2024-06-08,Premium,25-34,Germany,Unverified,207.44,17,1757.16,2024-09-28 10:57:46
USER_021419,2024-03-01,Consumer,25-34,Canada,Verified,185.01,17,2232.7,2024-10-19 08:25:57
USER_021420,2024-08-10,Consumer,35-44,Singapore,Unverified,88.04,10,852.02,2024-10-11 07:32:09
USER_021421,2024-03-07,Business,45-54,Canada,Verified,33.68,7,562.64,2024-10-13 10:33:24
USER_021422,2024-04-21,Consumer,45-54,Australia,Verified,19.25,6,982.76,2024-10-22 19:32:17
USER_021423,2024-05-31,Consumer,18-24,USA,Verified,157.82,12,1268.99,2024-09-26 10:18:13
USER_021424,2024-04-02,Consumer,35-44,USA,Unverified,565.41,11,1127.48,2024-09-03 06:51:12
USER_021425,2024-02-27,Consumer,18-24,Germany,Unverified,3.25,10,1600.54,2024-09-06 18:36:35
USER_021426,2024-03-13,Business,18-24,Germany,Unverified,7.77,8,766.69,2024-09-18 18:36:59
USER_021427,2024-08-11,Consumer,25-34,USA,Verified,220.09,10,1178.27,2024-10-09 15:02:54
USER_021428,2024-03-15,Consumer,25-34,USA,Unverified,7.89,14,2955.51,2024-10-22 11:11:12
USER_021429,2024-04-01,Consumer,45-54,USA,Verified,34.48,8,1031.03,2024-10-16 07:22:12
USER_021430,2024-02-08,Consumer,35-44,Canada,Unverified,13.17,8,692.64,2024-10-07 11:56:53
USER_021431,2024-04-08,Business,18-24,Australia,Unverified,23.63,9,593.09,2024-08-14 18:29:21
USER_021432,2024-04-03,Business,25-34,UK,Unverified,709.26,9,1054.91,2024-10-09 05:23:44
USER_021433,2024-01-09,Consumer,25-34,USA,Verified,1.47,6,908.99,2024-10-07 08:19:04
USER_021434,2024-06-05,Consumer,35-44,Canada,Verified,1.94,11,1609.36,2024-08-29 13:59:45
USER_021435,2024-02-02,Consumer,25-34,USA,Unverified,862.37,9,3554.65,2024-10-21 11:11:17
USER_021436,2024-01-24,Consumer,35-44,USA,Pending,94.69,13,977.86,2024-10-24 22:59:54
USER_021437,2024-05-25,Consumer,45-54,UK,Verified,110.61,6,1218.33,2024-08-09 19:46:16
USER_021438,2024-03-24,Business,25-34,Singapore,Verified,542.7,7,1082.04,2024-09-10 12:01:50
USER_021439,2024-05-09,Consumer,35-44,USA,Verified,181.98,8,1223.82,2024-10-20 17:50:27
USER_021440,2024-09-29,Consumer,45-54,India,Verified,42.3,10,1328.68,2024-09-27 18:03:07
USER_021441,2024-04-21,Consumer,25-34,UAE,Verified,692.04,8,1068.05,2024-10-19 21:12:00
USER_021442,2024-02-27,Consumer,25-34,India,Verified,85.63,7,1146.85,2024-10-16 13:13:10
USER_021443,2024-05-24,Consumer,25-34,UK,Verified,521.63,12,1871.33,2024-09-27 09:16:49
USER_021444,2024-09-05,Consumer,35-44,India,Verified,8.9,11,1264.19,2024-10-18 07:11:55
USER_021445,2024-09-18,Consumer,35-44,USA,Verified,29.09,7,546.21,2024-10-13 06:37:47
USER_021446,2024-10-17,Consumer,35-44,India,Verified,7.84,12,1851.85,2024-10-12 18:35:13
USER_021447,2024-02-27,Business,35-44,UK,Verified,31.42,11,972.99,2024-09-05 23:47:10
USER_021448,2024-02-16,Consumer,45-54,UK,Verified,10.41,10,635.85,2024-10-14 17:01:58
USER_021449,2024-08-29,Business,35-44,France,Verified,22.84,7,1162.92,2024-09-30 17:51:51
USER_021450,2024-08-16,Consumer,45-54,Brazil,Verified,15.06,7,355.47,2024-07-30 14:33:52
USER_021451,2024-03-19,Business,35-44,USA,Verified,290.2,9,903.41,2024-07-12 18:15:10
USER_021452,2024-07-27,Consumer,35-44,UK,Verified,19.4,7,631.82,2024-10-20 06:51:11
USER_021453,2024-05-22,Consumer,55+,Germany,Unverified,122.24,8,544.13,2024-09-01 20:38:06
USER_021454,2024-10-21,Business,45-54,Germany,Verified,95.65,9,1030.83,2024-09-19 17:26:58
USER_021455,2024-09-26,Consumer,35-44,USA,Pending,10.53,7,450.92,2024-09-22 14:42:12
USER_021456,2024-02-19,Consumer,35-44,USA,Verified,6.66,11,1673.57,2024-09-25 11:38:11
USER_021457,2024-03-23,Consumer,25-34,USA,Verified,44.05,8,1007.03,2024-09-24 19:58:27
USER_021458,2024-09-20,Consumer,25-34,USA,Unverified,316.48,9,472.02,2024-09-24 14:08:37
USER_021459,2024-04-11,Consumer,18-24,USA,Verified,369.53,5,475.15,2024-07-29 09:19:53
USER_021460,2024-02-26,Consumer,25-34,USA,Verified,36.6,15,3571.17,2024-09-05 11:55:05
USER_021461,2024-10-08,Consumer,18-24,France,Verified,29.64,9,2378.67,2024-09-17 11:26:30
USER_021462,2024-01-11,Consumer,35-44,USA,Verified,383.92,14,3514.48,2024-08-14 18:08:09
USER_021463,2024-01-30,Business,45-54,USA,Unverified,234.96,6,336.01,2024-08-08 15:49:47
USER_021464,2024-04-22,Consumer,18-24,Germany,Verified,5.94,9,1078.32,2024-10-15 20:45:24
USER_021465,2024-08-09,Consumer,25-34,Canada,Verified,123.82,9,618.31,2024-08-24 13:54:08
USER_021466,2024-08-04,Business,45-54,Canada,Verified,63.55,9,771.98,2024-08-12 20:38:14
USER_021467,2024-07-28,Consumer,35-44,Germany,Verified,15.88,11,1253.43,2024-10-26 21:25:11
USER_021468,2024-01-11,Consumer,35-44,UK,Verified,85.65,9,758.9,2024-09-14 12:38:26
USER_021469,2024-03-27,Consumer,35-44,USA,Unverified,80.8,3,1402.37,2024-10-17 08:54:19
USER_021470,2024-01-02,Consumer,25-34,UK,Verified,65.57,6,736.97,2024-07-29 12:03:49
USER_021471,2024-02-01,Consumer,25-34,UK,Verified,1.33,9,2245.58,2024-08-13 20:46:23
USER_021472,2024-01-03,Consumer,45-54,Australia,Verified,20.19,6,1822.18,2024-08-07 20:00:41
USER_021473,2024-06-27,Consumer,35-44,USA,Verified,1181.9,10,574.3,2024-10-04 21:16:29
USER_021474,2024-04-10,Premium,18-24,Australia,Verified,86.15,10,1167.43,2024-09-07 02:41:53
