State,City,Total_Orders,Total_Revenue,Unique_Customers
MG,santa maria do salto,1,50.48,1
MG,santa maria do suacui,2,517.75,2
MG,santa rita de caldas,6,882.22,6
MG,santa rita de jacutinga,1,45.09,1
MG,santa rita de minas,3,428.77,3
MG,santa rita do ibitipoca,2,216.81,2
MG,santa rita do itueto,1,77.57,1
MG,santa rita do sapucai,35,4687.13,35
MG,santa vitoria,17,4546.18,17
MG,santana da vargem,4,353.6,4
MG,santana de pirapama,1,70.74,1
MG,santana do capivari,1,39.52,1
MG,santana do deserto,1,206.99,1
MG,santana do jacare,4,1769.22,4
MG,santana do manhuacu,3,281.44,3
MG,santana do paraiso,16,3077.73,16
MG,santana dos montes,2,296.46,2
MG,santo antonio do amparo,4,477.03,4
MG,santo antonio do aventureiro,1,88.92,1
MG,santo antonio do grama,2,275.36,2
MG,santo antonio do itambe,3,289.46999999999997,3
MG,santo antonio do jacinto,7,573.48,7
MG,santo antonio do monte,14,2247.31,14
MG,santo antonio do rio abaixo,1,24.23,1
MG,santo antonio dos campos,1,177.99,1
MG,santo hipolito,1,119.88,1
MG,santos dumont,22,2559.58,22
MG,sao benedito,1,67.76,1
MG,sao bento abade,1,31.1,1
MG,sao bras do suacui,2,129.71,2
MG,sao domingos,1,77.06,1
MG,sao domingos das dores,1,72.45,1
MG,sao domingos do prata,4,424.99,4
MG,sao felix de minas,1,409.5,1
MG,sao francisco,12,1431.7,12
MG,sao francisco de paula,2,115.41999999999999,2
MG,sao francisco do gloria,1,91.35,1
MG,sao geraldo,4,547.8100000000001,4
MG,sao geraldo da piedade,1,181.76,1
MG,sao geraldo do baguari,1,142.96,1
MG,sao goncalo do abaete,2,216.48000000000002,2
MG,sao goncalo do para,3,975.8500000000001,3
MG,sao goncalo do rio abaixo,6,1013.4300000000001,6
MG,sao goncalo do rio das pedras,1,196.5,1
MG,sao goncalo do rio preto,3,397.9,3
MG,sao goncalo do sapucai,8,1342.34,8
MG,sao gotardo,20,3078.92,20
MG,sao joao batista do gloria,3,436.83000000000004,3
MG,sao joao da mata,2,228.39,2
MG,sao joao da ponte,1,496.76,1
MG,sao joao das missoes,2,165.15,2
MG,sao joao del rei,66,9744.43,66
MG,sao joao do manhuacu,2,199.26000000000002,2
MG,sao joao do manteninha,3,537.22,3
MG,sao joao do oriente,2,318.11,2
MG,sao joao do paraiso,4,449.43,4
MG,sao joao evangelista,6,1174.9,6
MG,sao joao nepomuceno,14,3088.1400000000003,14
MG,sao joaquim de bicas,8,1965.51,8
MG,sao jose da barra,6,1158.1100000000001,6
MG,sao jose da lapa,8,1237.52,8
MG,sao jose do divino,1,182.84,1
MG,sao jose do goiabal,2,247.67000000000002,2
MG,sao lourenco,32,4958.96,32
MG,sao mateus de minas,1,82.88,1
MG,sao miguel do anta,1,254.09,1
MG,sao pedro da uniao,3,451.64000000000004,3
MG,sao pedro dos ferros,4,875.73,4
MG,sao romao,5,524.06,5
MG,sao roque de minas,2,210.54,2
MG,sao sebastiao do maranhao,3,255.21,3
MG,sao sebastiao do paraiso,35,5509.71,35
MG,sao sebastiao do rio verde,1,332.58,1
MG,sao thome das letras,2,85.5,2
MG,sao tiago,5,586.45,5
MG,sao tomas de aquino,3,382.56,3
MG,sao vitor,1,121.09,1
MG,sapucai-mirim,4,647.16,4
MG,sapucaia,1,101.25,1
MG,sardoa,1,137.99,1
MG,sarzedo,18,1316.33,18
MG,senador amaral,2,228.0,2
MG,senador cortes,1,400.66,1
MG,senador firmino,2,180.44,2
MG,senador modestino goncalves,2,153.17000000000002,2
MG,senhora de oliveira,2,169.94,2
MG,senhora dos remedios,1,44.51,1
MG,sericita,2,253.62,2
MG,serra azul de minas,2,388.01,2
MG,serra bonita,1,232.82,1
MG,serra do salitre,1,72.05,1
MG,serra dos aimores,5,443.08000000000004,5
MG,serrania,2,382.17,2
MG,serranopolis de minas,1,136.5,1
MG,serro,2,876.62,2
MG,sete lagoas,126,20173.89,126
MG,setubinha,3,328.77,3
MG,silvano,1,117.94,1
MG,silveira carvalho,1,42.27,1
MG,silvianopolis,3,186.76000000000002,3
MG,simao pereira,1,175.41,1
MG,simonesia,8,1549.8700000000001,8
MG,sobralia,1,40.0,1
MG,soledade de minas,5,394.78,5
MG,tabuleiro,2,382.78,2
MG,taiobeiras,13,3103.8,13
MG,taparuba,1,104.37,1
MG,taquaracu de minas,2,392.66,2
MG,tarumirim,4,912.25,4
MG,teixeiras,6,607.65,6
MG,teofilo otoni,75,9586.61,75
MG,timoteo,52,8938.86,52
MG,tiradentes,4,653.58,4
MG,tiros,3,218.66,3
MG,tocantins,6,778.49,6
MG,tocos do moji,1,74.36,1
MG,tombos,4,420.09999999999997,4
MG,tres coracoes,41,5476.22,41
MG,tres marias,13,1095.9,13
MG,tres pontas,19,2587.99,19
MG,tumiritinga,1,480.31,1
MG,tupaciguara,13,1645.3700000000001,13
MG,tuparece,1,31.73,1
MG,turmalina,8,1314.34,8
MG,turvolandia,2,176.08999999999997,2
MG,uba,53,7733.99,53
MG,ubai,1,61.73,1
MG,ubaporanga,3,360.71,3
MG,uberaba,186,31881.58,186
MG,uberlandia,367,55691.92,367
MG,umburatiba,1,134.7,1
MG,unai,54,8064.51,54
MG,uniao de minas,3,128.71,3
MG,uruana de minas,1,33.0,1
MG,urucania,1,200.33,1
MG,urucuia,1,168.29,1
MG,vargem alegre,1,94.71,1
MG,vargem grande do rio pardo,1,365.98,1
MG,varginha,88,16022.51,88
MG,varjao de minas,2,131.9,2
MG,varzea da palma,11,2440.97,11
MG,varzelandia,2,131.44,2
MG,vazante,6,1780.31,6
MG,verissimo,3,353.01,3
MG,vermelho,1,116.79,1
MG,vermelho novo,1,52.1,1
MG,vespasiano,41,6904.07,41
MG,vicosa,87,18245.64,87
MG,vieiras,1,345.15,1
MG,vila pereira,1,109.21,1
MG,virgem da lapa,3,864.44,3
MG,virginia,1,54.13,1
MG,virginopolis,7,737.12,7
MG,virgolandia,2,413.44000000000005,2
MG,visconde do rio branco,18,1952.66,18
MG,vitorinos,1,105.37,1
MG,volta grande,4,379.96000000000004,4
MS,agua clara,2,259.16999999999996,2
MS,alcinopolis,6,952.35,6
MS,amambai,6,890.69,6
MS,anastacio,2,153.35,2
MS,anaurilandia,1,86.24,1
MS,angelica,1,76.86,1
MS,anhandui,1,83.23,1
MS,aparecida do taboado,7,2768.61,7
MS,aquidauana,3,154.75,3
MS,bandeirantes,1,107.78,1
MS,bataguassu,5,732.9200000000001,5
MS,bataipora,1,180.1,1
MS,bataypora,2,292.02,2
MS,bela vista,3,522.88,3
MS,bodoquena,2,495.53,2
MS,bonito,8,1150.97,8
MS,brasilandia,1,75.07,1
MS,caarapo,4,1447.93,4
MS,camapua,6,734.34,6
MS,campo grande,312,64793.66,312
MS,caracol,1,111.1,1
MS,cassilandia,5,1677.59,5
MS,chapadao do sul,14,1913.4099999999999,14
MS,corguinho,2,262.66999999999996,2
MS,coronel sapucaia,1,106.23,1
MS,corumba,27,5627.08,27
MS,costa rica,12,1273.9,12
MS,coxim,11,1854.62,11
MS,deodapolis,2,111.21000000000001,2
MS,dois irmaos do buriti,3,890.1500000000001,3
MS,dourados,63,10531.87,63
MS,eldorado,1,44.13,1
MS,fatima do sul,4,1536.8600000000001,4
MS,gloria de dourados,1,76.0,1
MS,guia lopes da laguna,1,48.22,1
MS,inocencia,1,54.82,1
MS,itapora,3,248.44,3
MS,itaquirai,2,388.72,2
MS,ivinhema,3,308.82,3
MS,jaraguari,2,110.52,2
MS,jardim,3,334.97,3
MS,juti,4,719.48,4
MS,ladario,4,380.36,4
MS,maracaju,13,3511.21,13
MS,miranda,4,343.15999999999997,4
MS,mundo novo,3,745.76,3
MS,navirai,8,2313.24,8
MS,nova alvorada do sul,3,476.88,3
MS,nova andradina,11,2527.55,11
MS,paraiso das aguas,1,53.34,1
MS,paranaiba,14,1701.31,14
MS,paranhos,1,309.99,1
MS,pedro gomes,1,132.38,1
MS,ponta pora,18,4652.16,18
MS,porto murtinho,1,71.15,1
MS,prudencio thomaz,1,49.04,1
MS,ribas do rio pardo,1,66.13,1
MS,rio brilhante,11,1195.1599999999999,11
MS,sanga puita,1,53.69,1
MS,sao gabriel do oeste,7,695.9399999999999,7
MS,sidrolandia,11,1842.53,11
MS,sonora,2,91.38,2
MS,tacuru,1,170.71,1
MS,terenos,1,85.26,1
MS,tres lagoas,42,8547.88,42
MS,vicentina,1,216.07,1
MT,agua boa,18,3358.86,18
MT,alta floresta,12,4133.89,12
MT,alto araguaia,5,1228.1299999999999,5
MT,alto boa vista,5,581.99,5
MT,alto garcas,2,340.06,2
MT,alto taquari,3,821.17,3
MT,araputanga,4,645.25,4
MT,arenapolis,2,396.46000000000004,2
MT,aripuana,8,1348.3799999999999,8
MT,barra do bugres,4,943.6500000000001,4
MT,barra do garcas,25,4924.29,25
MT,bom jesus do araguaia,1,1247.29,1
MT,caceres,25,5668.5599999999995,25
MT,campinapolis,3,387.09000000000003,3
MT,campo novo do parecis,15,5838.68,15
MT,campo verde,10,1029.69,10
MT,campos de julio,6,1110.35,6
MT,canarana,10,1356.31,10
MT,carlinda,2,245.67000000000002,2
MT,castanheira,3,189.39000000000001,3
MT,chapada dos guimaraes,4,854.78,4
MT,claudia,4,418.37,4
MT,cocalinho,4,576.56,4
MT,colider,8,2943.95,8
MT,colniza,3,875.49,3
MT,comodoro,7,2504.2799999999997,7
MT,confresa,7,1371.62,7
MT,conquista d'oeste,1,154.04,1
MT,cotriguacu,2,220.48000000000002,2
MT,cuiaba,243,45870.56,243
MT,curvelandia,1,243.78,1
MT,denise,2,566.63,2
MT,diamantino,7,527.42,7
MT,dom aquino,3,520.36,3
MT,feliz natal,1,279.38,1
MT,figueiropolis d'oeste,2,114.42,2
MT,gaucha do norte,2,214.94,2
MT,guaranta do norte,5,509.29,5
MT,ipiranga do norte,1,114.83,1
MT,itanhanga,1,88.05,1
MT,itauba,5,1661.9700000000003,5
MT,itiquira,1,160.66,1
MT,jaciara,3,252.88,3
MT,jauru,5,762.86,5
MT,juara,5,502.95,5
MT,juina,17,5417.13,17
MT,juruena,3,394.38,3
MT,juscimeira,2,167.0,2
MT,lucas do rio verde,23,6463.96,23
MT,matupa,7,1087.87,7
MT,mirassol d'oeste,14,2207.23,14
MT,nobres,1,59.91,1
MT,nortelandia,1,210.64,1
MT,nova bandeirantes,4,665.53,4
MT,nova canaa do norte,3,227.15,3
MT,nova guarita,1,41.79,1
MT,nova lacerda,1,380.75,1
MT,nova monte verde,3,330.93,3
MT,nova mutum,5,715.67,5
MT,nova olimpia,2,272.03999999999996,2
MT,nova ubirata,1,123.75,1
MT,nova xavantina,10,3602.16,10
MT,novo mundo,1,77.13,1
MT,novo sao joaquim,3,362.64,3
MT,paranaita,4,2016.47,4
MT,paranatinga,2,2574.3199999999997,2
MT,pedra preta,4,653.5,4
MT,peixoto de azevedo,4,491.56,4
MT,pontes e lacerda,9,1972.9,9
MT,porto alegre do norte,1,445.32,1
MT,porto esperidiao,2,278.83000000000004,2
MT,porto estrela,1,156.72,1
MT,poxoreu,2,172.59,2
MT,primavera do leste,28,7092.91,28
MT,querencia,10,2701.95,10
MT,reserva do cabacal,2,440.88,2
MT,ribeirao cascalheira,1,67.39,1
MT,ribeiraozinho,2,358.01,2
MT,rio branco,3,142.39,3
MT,rondonopolis,64,12381.58,64
MT,salto do ceu,2,175.61,2
MT,santo antonio do leste,1,237.55,1
MT,santo antonio do leverger,1,124.41,1
MT,sao felix do araguaia,1,134.64,1
MT,sao jose do rio claro,2,351.04999999999995,2
MT,sao jose do xingu,1,72.52,1
MT,sao jose dos quatro marcos,2,312.23,2
MT,sapezal,8,1139.52,8
MT,sinop,43,7696.82,43
MT,sorriso,20,4009.0299999999997,20
MT,tabapora,2,286.07000000000005,2
MT,tangara da serra,23,4765.88,23
MT,tapurah,1,145.11,1
MT,terra nova do norte,3,499.35,3
MT,uniao do sul,1,249.2,1
MT,varzea grande,37,7663.66,37
MT,vera,3,336.24,3
MT,vila bela da santissima trindade,1,46.78,1
MT,vila rica,3,335.36,3
PA,abaetetuba,11,4672.27,11
PA,altamira,25,6399.82,25
PA,ananindeua,85,20777.66,85
PA,augusto correa,3,440.0,3
PA,aurora do para,1,115.46,1
PA,barcarena,6,1323.67,6
PA,belem,428,92919.26,428
PA,benevides,2,343.03000000000003,2
PA,bom jesus do tocantins,3,506.46,3
PA,bonito,2,357.6,2
PA,braganca,9,1437.27,9
PA,brasil novo,3,396.1,3
PA,breu branco,3,575.7,3
PA,breves,1,710.19,1
PA,cameta,4,521.85,4
PA,canaa dos carajas,9,1991.3600000000001,9
PA,capanema,3,698.73,3
PA,capitao poco,3,540.89,3
PA,carajas,4,646.56,4
PA,castanhal,21,4500.22,21
PA,conceicao do araguaia,7,1494.6,7
PA,concordia do para,3,1120.8999999999999,3
PA,curralinho,1,355.29,1
PA,curuca,3,604.4499999999999,3
PA,dom eliseu,5,515.08,5
PA,floresta do araguaia,1,186.79,1
PA,garrafao do norte,3,762.0,3
PA,goianesia do para,3,964.71,3
PA,hidreletrica tucurui,3,721.48,3
PA,igarape-acu,1,94.76,1
PA,igarape-miri,1,65.03,1
PA,ipixuna do para,2,242.99,2
PA,itaituba,3,392.63,3
PA,itupiranga,1,602.38,1
PA,jacareacanga,1,86.03999999999999,1
PA,jacunda,6,1844.82,6
PA,juruti,1,75.53,1
PA,mae do rio,2,203.61,2
PA,maraba,22,4661.78,22
PA,marituba,14,1663.07,14
PA,medicilandia,1,43.14,1
PA,mocajuba,1,85.6,1
PA,moju,4,372.88,4
PA,mojui dos campos,2,180.87,2
PA,monte alegre,1,149.26,1
PA,morada nova,1,97.32,1
PA,murucupi,1,162.13,1
PA,nova esperanca do piria,1,2252.66,1
PA,nova ipixuna,1,517.03,1
PA,nova timboteua,1,133.05,1
PA,novo progresso,5,2436.08,5
PA,novo repartimento,2,260.16,2
PA,oeiras do para,2,247.45999999999998,2
PA,ourem,1,66.05,1
PA,ourilandia do norte,5,1934.3500000000001,5
PA,pacaja,6,2860.9599999999996,6
PA,paragominas,18,2803.86,18
PA,parauapebas,27,5634.15,27
PA,pau d'arco,1,83.05,1
PA,picarra,1,1122.86,1
PA,placas,2,318.58000000000004,2
PA,porto trombetas,2,300.28999999999996,2
PA,quatro bocas,5,1804.79,5
PA,redencao,12,1818.48,12
PA,rio maria,3,435.57000000000005,3
PA,rondon do para,9,3484.38,9
PA,santa barbara do para,1,245.45,1
PA,santa isabel do para,6,919.57,6
PA,santa maria do para,2,164.89,2
PA,santana do araguaia,2,481.59,2
PA,santarem,43,7125.5199999999995,43
PA,santo antonio do taua,1,57.74,1
PA,sao domingos do araguaia,1,270.65,1
PA,sao felix do xingu,8,1774.08,8
PA,sao joao de pirabas,2,305.33000000000004,2
PA,sao miguel do guama,5,1514.4,5
PA,sao sebastiao da boa vista,2,264.6,2
PA,senador jose porfirio,1,31.63,1
PA,tailandia,4,2256.46,4
PA,tome-acu,1,50.62,1
PA,tracuateua,1,39.61,1
PA,tucuma,3,585.23,3
PA,tucurui,16,5756.65,16
PA,ulianopolis,1,64.4,1
PA,uruara,6,1199.13,6
PA,vigia,2,236.75,2
PA,vila dos cabanos,4,597.67,4
PA,viseu,1,340.02,1
PA,xinguara,9,1608.51,9
PB,agua branca,2,315.59,2
PB,alagoa grande,1,178.52,1
PB,alagoa nova,1,164.29,1
PB,alagoinha,2,339.52000000000004,2
PB,alhandra,2,1307.91,2
PB,arara,1,137.14,1
PB,araruna,1,159.85,1
PB,areia,2,233.46,2
PB,areial,1,194.82,1
PB,aroeiras,1,167.48,1
PB,assuncao,1,132.69,1
PB,bananeiras,5,544.74,5
PB,barra de santa rosa,1,291.5,1
PB,bayeux,7,1139.41,7
PB,belem,1,383.03,1
PB,bonito de santa fe,1,162.85,1
PB,brejo do cruz,1,1217.78,1
PB,brejo dos santos,1,125.94,1
PB,cabedelo,6,1329.5,6
PB,cajazeiras,11,2410.67,11
PB,caldas brandao,1,192.32,1
PB,campina grande,67,22657.35,67
PB,catole do rocha,6,4066.6900000000005,6
PB,conceicao,2,175.24,2
PB,coremas,3,367.59,3
PB,cubati,2,187.59,2
PB,cuite,3,796.51,3
PB,curral de cima,1,199.0,1
PB,desterro,1,639.98,1
PB,esperanca,6,2108.09,6
PB,fagundes,1,220.74,1
PB,frei martinho,2,393.21000000000004,2
PB,guarabira,10,1642.8600000000001,10
PB,ibiara,1,321.98,1
PB,imaculada,3,471.90999999999997,3
PB,inga,1,169.99,1
PB,itaporanga,2,349.91999999999996,2
PB,jerico,1,113.08,1
PB,joao pessoa,245,61117.81,245
PB,junco do serido,2,318.42,2
PB,juripiranga,1,157.99,1
PB,juru,1,919.38,1
PB,lagoa,1,180.76,1
PB,lucena,1,127.17,1
PB,mae d'agua,1,90.89,1
PB,mamanguape,6,1406.47,6
PB,manaira,1,147.4,1
PB,mari,3,342.8,3
PB,montadas,1,120.9,1
PB,nova floresta,1,155.0,1
PB,passagem,1,1265.83,1
PB,patos,16,4795.28,16
PB,paulista,1,525.46,1
PB,pedra branca,1,95.84,1
PB,pedra lavrada,1,87.9,1
PB,pedras de fogo,2,204.63,2
PB,pianco,1,2324.99,1
PB,picui,2,221.70999999999998,2
PB,pilar,1,96.95,1
PB,pirpirituba,1,1372.25,1
PB,pitanga de estrada,1,154.83,1
PB,pitimbu,1,455.11,1
PB,pocinhos,3,351.91999999999996,3
PB,pombal,6,2210.2,6
PB,prata,1,75.73,1
PB,princesa isabel,1,344.62,1
PB,puxinana,1,271.03,1
PB,queimadas,5,1670.94,5
PB,remigio,1,169.92,1
PB,riacho de santo antonio,1,159.6,1
PB,rio tinto,2,490.25,2
PB,santa cecilia,1,166.71,1
PB,santa luzia,5,460.49,5
PB,santa rita,6,1652.48,6
PB,santo andre,1,90.9,1
PB,sao bentinho,1,69.15,1
PB,sao bento,3,720.21,3
PB,sao francisco,1,141.75,1
PB,sao jose dos cordeiros,1,258.03,1
PB,sao mamede,1,137.1,1
PB,sape,2,2042.83,2
PB,serra branca,1,142.26,1
PB,solanea,1,519.29,1
PB,soledade,3,568.75,3
PB,sousa,7,1356.43,7
PB,sume,3,364.39,3
PB,teixeira,1,69.05,1
PB,triunfo,1,198.57,1
PB,uirauna,1,285.36,1
PB,varzea,1,150.18,1
PE,abreu e lima,11,2871.92,11
PE,afogados da ingazeira,8,1596.3899999999999,8
PE,afranio,2,448.03999999999996,2
PE,agrestina,1,2066.34,1
PE,agua preta,1,147.34,1
PE,aguas belas,6,1041.4,6
PE,alianca,1,89.93,1
PE,altinho,1,50.94,1
PE,amaraji,2,521.89,2
PE,aracoiaba,2,120.71,2
PE,araripina,11,1538.05,11
PE,arcoverde,5,677.4,5
PE,barra de guabiraba,2,565.8,2
PE,barreiros,5,1514.09,5
PE,belem do sao francisco,2,771.02,2
PE,belo jardim,11,2013.15,11
PE,bezerros,10,1651.23,10
PE,bodoco,2,269.03000000000003,2
PE,bom conselho,7,1848.32,7
PE,bom jardim,1,327.76,1
PE,bonito,5,1398.84,5
PE,brejo da madre de deus,4,512.73,4
PE,buenos aires,2,311.83,2
PE,buique,1,253.09,1
PE,cabo de santo agostinho,21,3618.25,21
PE,cabrobo,6,1146.91,6
PE,caetes,1,166.04,1
PE,calcado,1,223.54,1
PE,camaragibe,33,3455.49,33
PE,camocim de sao felix,2,420.26,2
PE,camutanga,3,385.34000000000003,3
PE,canhotinho,2,430.49,2
PE,capoeiras,1,190.53,1
PE,caraiba,2,487.15,2
PE,carpina,10,2600.23,10
PE,caruaru,63,12282.07,63
PE,catende,7,1941.6799999999998,7
PE,cha de alegria,1,108.95,1
PE,cha grande,1,186.49,1
PE,condado,4,1071.11,4
PE,correntes,1,221.59,1
PE,cortes,2,305.32000000000005,2
PE,cumaru,2,399.98,2
PE,cupira,1,65.53,1
PE,custodia,5,752.1700000000001,5
PE,dormentes,2,1067.73,2
PE,escada,10,3556.7,10
PE,feira nova,5,649.77,5
PE,ferreiros,1,133.94,1
PE,flores,1,317.51,1
PE,floresta,6,694.69,6
PE,gameleira,4,1827.12,4
PE,garanhuns,30,5225.65,30
PE,gloria do goita,2,587.92,2
PE,goiana,9,853.96,9
PE,gravata,10,2243.96,10
PE,iati,3,807.24,3
PE,ibimirim,3,372.03,3
PE,igarassu,11,2264.63,11
PE,ilha de itamaraca,4,632.1500000000001,4
PE,inaja,2,432.33,2
PE,ipojuca,15,1825.56,15
PE,ipubi,3,525.79,3
PE,itambe,3,337.3,3
PE,itapetim,2,371.99,2
PE,itapissuma,3,370.86,3
PE,itaquitinga,2,127.78999999999999,2
PE,jaboatao dos guararapes,131,25282.34,131
PE,jaqueira,3,679.1700000000001,3
PE,jatauba,2,212.12,2
PE,jatoba,3,523.25,3
PE,joao alfredo,3,300.07,3
PE,joaquim nabuco,4,350.45,4
PE,jupi,2,666.86,2
PE,jurema,1,54.34,1
PE,lagoa do carro,2,880.78,2
PE,lagoa do ouro,2,373.35,2
PE,lagoa dos gatos,3,1073.47,3
PE,lagoa grande,4,1177.19,4
PE,lajedo,6,1137.2,6
PE,limoeiro,7,701.2099999999999,7
PE,macaparana,2,208.71,2
PE,machados,1,142.66,1
PE,mirandiba,3,323.15999999999997,3
PE,moreilandia,2,295.12,2
PE,moreno,5,960.09,5
PE,nazare da mata,1,114.56,1
PE,nossa senhora do o,1,61.61,1
PE,olinda,89,15081.42,89
PE,orobo,1,142.63,1
PE,oroco,3,389.46,3
PE,ouricuri,8,2730.73,8
PE,palmares,8,1503.5700000000002,8
PE,panelas,2,210.48999999999998,2
PE,parnamirim,4,2079.4700000000003,4
PE,passira,1,461.72,1
PE,paudalho,2,950.1400000000001,2
PE,paulista,41,7076.62,41
PE,pedra,3,349.79,3
PE,pesqueira,9,1036.55,9
PE,petrolandia,9,1875.72,9
PE,petrolina,62,16263.27,62
PE,pocao,1,318.53,1
PE,pombos,1,131.43,1
PE,quipapa,1,272.99,1
PE,quixada,1,173.89,1
PE,recife,593,104795.5,593
PE,riacho das almas,2,268.77,2
PE,ribeirao,4,434.53,4
PE,rio formoso,2,268.93,2
PE,salgueiro,17,3044.75,17
PE,saloa,3,1536.08,3
PE,sanharo,3,2310.0,3
PE,santa cruz,2,362.46000000000004,2
PE,santa cruz do capibaribe,11,2777.52,11
PE,santa filomena,1,186.4,1
PE,santa maria da boa vista,2,488.57000000000005,2
PE,santa terezinha,1,295.52,1
PE,santo antonio das queimadas,1,112.12,1
PE,sao benedito do sul,1,64.83,1
PE,sao bento do una,4,1477.8,4
PE,sao domingos,1,170.01,1
PE,sao joao,1,476.52,1
PE,sao joaquim do monte,1,107.95,1
PE,sao jose da coroa grande,2,289.78999999999996,2
PE,sao jose do belmonte,2,299.84000000000003,2
PE,sao jose do egito,4,630.2,4
PE,sao lourenco da mata,11,1584.4099999999999,11
PE,sao vicente ferrer,1,214.28,1
PE,serra talhada,10,2625.95,10
PE,serrita,2,483.72,2
PE,sertania,4,479.92,4
PE,siriji,1,77.03,1
PE,sirinhaem,5,720.23,5
PE,surubim,5,711.22,5
PE,tabira,5,1178.8899999999999,5
PE,tacaratu,2,263.65,2
PE,tamandare,1,73.84,1
PE,taquaritinga do norte,6,2371.1800000000003,6
PE,terezinha,1,65.62,1
PE,terra nova,1,267.93,1
PE,timbauba,7,804.45,7
PE,toritama,5,1277.99,5
PE,tracunhaem,1,689.87,1
PE,trindade,4,4406.200000000001,4
PE,triunfo,2,296.53,2
PE,tuparetama,3,437.69,3
PE,venturosa,2,1297.06,2
PE,vertentes,1,49.62,1
PE,vicencia,2,325.48,2
PE,vitoria de santo antao,15,2988.47,15
PE,xexeu,1,126.16,1
PI,agua branca,2,213.41,2
PI,alegrete do piaui,1,173.88,1
PI,altos,5,1560.87,5
PI,alvorada do gurgueia,1,87.85,1
PI,amarante,1,953.84,1
PI,angical do piaui,1,80.92,1
PI,avelino lopes,2,142.72,2
PI,baixa grande do ribeiro,1,213.47,1
PI,barras,3,291.68,3
PI,bertolinia,1,483.87,1
PI,bocaina,1,198.62,1
PI,bom jesus,3,976.5799999999999,3
PI,buriti dos lopes,2,356.82,2
PI,caldeirao grande do piaui,1,180.76,1
PI,campo alegre do fidalgo,1,263.94,1
PI,campo grande do piaui,1,190.88,1
PI,campo maior,7,1329.7,7
PI,canto do buriti,1,674.83,1
PI,castelo do piaui,2,577.67,2
PI,caxingo,1,53.84,1
PI,cocal,7,1151.91,7
PI,conceicao do caninde,1,181.81,1
PI,corrente,4,1831.15,4
PI,demerval lobao,1,40.38,1
PI,eliseu martins,3,403.06,3
PI,esperantina,4,569.46,4
PI,floriano,18,3145.5099999999998,18
PI,francisco santos,1,41.7,1
PI,fronteiras,3,1408.8400000000001,3
PI,gilbues,1,356.51,1
PI,guadalupe,4,1502.76,4
PI,ilha grande,1,174.68,1
PI,inhuma,1,112.35,1
PI,isaias coelho,1,209.46,1
PI,itaueira,2,173.62,2
PI,joaquim pires,1,37.81,1
PI,jose de freitas,3,350.42,3
PI,lagoa de sao francisco,1,107.02,1
PI,lagoa do piaui,1,106.38,1
PI,lagoinha do piaui,1,149.61,1
PI,luis correia,1,153.36,1
PI,luzilandia,3,273.01,3
PI,marcos parente,1,64.5,1
PI,matias olimpio,1,841.4,1
PI,nova santa rita,1,38.82,1
PI,novo oriente do piaui,2,252.57,2
PI,oeiras,6,803.91,6
PI,parnaiba,22,5085.78,22
PI,paulistana,3,1013.26,3
PI,pedro ii,1,127.77,1
PI,picos,17,4255.89,17
PI,pimenteiras,2,193.21,2
PI,pio ix,1,184.84,1
PI,piracuruca,2,347.44,2
PI,piripiri,7,828.5600000000001,7
PI,redencao do gurgueia,1,257.56,1
PI,regeneracao,6,1041.64,6
PI,rio grande do piaui,1,45.7,1
PI,santa cruz do piaui,1,158.38,1
PI,sao joao do piaui,5,1891.88,5
PI,sao jose do divino,1,643.33,1
PI,sao jose do piaui,1,173.88,1
PI,sao lourenco do piaui,1,191.11,1
PI,sao miguel do tapuio,2,524.54,2
PI,sao raimundo nonato,7,2987.04,7
PI,sebastiao leal,1,75.89,1
PI,simplicio mendes,1,50.75,1
PI,teresina,271,59176.68,271
PI,uniao,1,393.32,1
PI,urucui,4,820.26,4
PI,valenca do piaui,4,1268.65,4
PI,varzea grande,1,46.65,1
PR,abatia,3,220.19,3
PR,adhemar de barros,1,166.29,1
PR,adrianopolis,1,89.17,1
PR,alexandra,1,51.31,1
PR,almirante tamandare,35,5041.83,35
PR,altamira do parana,2,307.11,2
PR,alto alegre,2,200.69,2
PR,alto alegre do iguacu,2,227.25,2
PR,alto paraiso,1,73.15,1
PR,alto parana,2,451.84,2
PR,alto piquiri,1,432.5,1
PR,alto sao joao,1,73.25,1
PR,altonia,3,557.1800000000001,3
PR,amapora,2,180.65,2
PR,ampere,8,1788.04,8
PR,andira,11,1688.59,11
PR,angulo,3,394.06,3
PR,antonina,10,2285.4,10
PR,apucarana,51,8112.8,51
PR,arapongas,32,7152.49,32
PR,arapoti,9,1280.9099999999999,9
PR,araruna,4,555.0699999999999,4
PR,araucaria,54,6255.87,54
PR,areia branca dos assis,3,569.43,3
PR,assai,5,1019.8000000000001,5
PR,assis chateaubriand,12,1426.3,12
PR,astorga,7,556.28,7
PR,balsa nova,1,33.97,1
PR,bandeirantes,13,2005.85,13
PR,barbosa ferraz,3,562.5699999999999,3
PR,barra do jacare,1,71.43,1
PR,barracao,1,34.51,1
PR,bela vista do paraiso,3,658.49,3
PR,bituruna,5,598.23,5
PR,boa esperanca,1,179.77,1
PR,boa esperanca do iguacu,1,51.0,1
PR,boa vista da aparecida,4,264.63,4
PR,bocaiuva do sul,2,72.7,2
PR,bom jesus do sul,1,245.1,1
PR,bom sucesso,1,107.78,1
